event_key,mkey,vehicle_num,event_num,event_code,is_defining_event,tier1_name,tier1_num,tier2_name,tier2_num,soe_group,phase_group,silver_loaded_at
111,202143,1,4,552090,False,Landing-landing roll,552,Abnormal runway contact,090,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
112,202132,1,1,500341,False,Approach,500,Loss of engine power (total),341,System/Component Failure (Powerplant),Approach,2026-04-03 04:05:44.570293+00:00
113,202132,1,2,500191,True,Approach,500,Fuel starvation,191,Fuel,Approach,2026-04-03 04:05:44.570293+00:00
114,202197,1,1,100010,True,Prior to flight,100,Aircraft loading event,010,Ground Handling,Standing,2026-04-03 04:05:44.570293+00:00
115,202129,1,1,400341,False,Enroute,400,Loss of engine power (total),341,System/Component Failure (Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
116,202129,1,2,400192,True,Enroute,400,Fuel exhaustion,192,Fuel,Enroute,2026-04-03 04:05:44.570293+00:00
117,202129,1,3,600440,False,Emergency descent,600,Off-field or emergency landing,440,Other,Emergency Descent,2026-04-03 04:05:44.570293+00:00
118,202129,1,4,550470,False,Landing,550,Collision with terr/obj (non-CFIT),470,Other,Landing,2026-04-03 04:05:44.570293+00:00
119,202171,1,1,401341,True,Enroute-climb to cruise,401,Loss of engine power (total),341,System/Component Failure (Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
120,202144,1,1,550342,True,Landing,550,Loss of engine power (partial),342,System/Component Failure (Powerplant),Landing,2026-04-03 04:05:44.570293+00:00
121,202144,1,2,601342,False,Autorotation,601,Loss of engine power (partial),342,System/Component Failure (Powerplant),Emergency Descent,2026-04-03 04:05:44.570293+00:00
122,202144,1,3,601092,False,Autorotation,601,Hard landing,092,Abnormal Runway Contact,Emergency Descent,2026-04-03 04:05:44.570293+00:00
123,202141,1,1,301340,True,Takeoff-rejected takeoff,301,Powerplant sys/comp malf/fail,340,System/Component Failure (Powerplant),Takeoff,2026-04-03 04:05:44.570293+00:00
124,202131,1,1,550300,True,Landing,550,Runway excursion,300,Runway Excursion,Landing,2026-04-03 04:05:44.570293+00:00
125,202124,1,1,300241,True,Takeoff,300,Aerodynamic stall/spin,241,Loss of Control (Inflight),Takeoff,2026-04-03 04:05:44.570293+00:00
126,202280,1,1,550333,True,Landing,550,Flight control sys malf/fail,333,System/Component Failure (Non-Powerplant),Landing,2026-04-03 04:05:44.570293+00:00
127,202163,1,1,300332,True,Takeoff,300,Electrical system malf/failure,332,System/Component Failure (Non-Powerplant),Takeoff,2026-04-03 04:05:44.570293+00:00
128,202127,1,1,551090,True,Landing-flare/touchdown,551,Abnormal runway contact,090,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
129,202127,1,2,552230,False,Landing-landing roll,552,Loss of control on ground,230,Loss of Control (Ground),Landing,2026-04-03 04:05:44.570293+00:00
130,202127,1,3,552096,False,Landing-landing roll,552,Nose over/nose down,096,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
131,202125,1,1,400341,True,Enroute,400,Loss of engine power (total),341,System/Component Failure (Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
132,202111,1,1,452240,True,Maneuvering-low-alt flying,452,Loss of control in flight,240,Loss of Control (Inflight),Maneuvering,2026-04-03 04:05:44.570293+00:00
133,202111,1,2,452470,False,Maneuvering-low-alt flying,452,Collision with terr/obj (non-CFIT),470,Other,Maneuvering,2026-04-03 04:05:44.570293+00:00
134,202130,1,1,990000,True,Unknown,990,Unknown or undetermined,000,Other,Unknown,2026-04-03 04:05:44.570293+00:00
135,202106,1,1,551091,True,Landing-flare/touchdown,551,Tailstrike,091,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
136,202109,1,1,402341,True,Enroute-cruise,402,Loss of engine power (total),341,System/Component Failure (Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
137,202096,1,1,400130,True,Enroute,400,Emergency descent initiated,130,Other,Enroute,2026-04-03 04:05:44.570293+00:00
138,202113,1,1,552230,True,Landing-landing roll,552,Loss of control on ground,230,Loss of Control (Ground),Landing,2026-04-03 04:05:44.570293+00:00
139,200918,1,1,550490,True,Landing,550,Collision during takeoff/land,490,Collision on Takeoff or Landing,Landing,2026-04-03 04:05:44.570293+00:00
140,200918,1,2,700460,False,Post-impact,700,Evacuation,460,Other,Post-Impact,2026-04-03 04:05:44.570293+00:00
141,200918,1,4,550284,False,Landing,550,Wrong surface or wrong airport,284,Navigation Error,Landing,2026-04-03 04:05:44.570293+00:00
142,200918,1,5,550280,False,Landing,550,Navigation error,280,Navigation Error,Landing,2026-04-03 04:05:44.570293+00:00
143,200914,1,1,551310,False,Landing-flare/touchdown,551,Wildlife encounter (non-bird),310,Other,Landing,2026-04-03 04:05:44.570293+00:00
144,200914,1,2,553310,True,Landing-aborted after touchdown,553,Wildlife encounter (non-bird),310,Other,Landing,2026-04-03 04:05:44.570293+00:00
145,200839,1,2,553230,False,Landing-aborted after touchdown,553,Loss of control on ground,230,Loss of Control (Ground),Landing,2026-04-03 04:05:44.570293+00:00
146,200839,1,3,551230,True,Landing-flare/touchdown,551,Loss of control on ground,230,Loss of Control (Ground),Landing,2026-04-03 04:05:44.570293+00:00
147,200907,1,1,400120,True,Enroute,400,Controlled flight into terr/obj (CFIT),120,CFIT,Enroute,2026-04-03 04:05:44.570293+00:00
148,200961,1,1,400120,True,Enroute,400,Controlled flight into terr/obj (CFIT),120,CFIT,Enroute,2026-04-03 04:05:44.570293+00:00
149,200923,1,1,450240,True,Maneuvering,450,Loss of control in flight,240,Loss of Control (Inflight),Maneuvering,2026-04-03 04:05:44.570293+00:00
150,200908,1,2,300300,True,Takeoff,300,Runway excursion,300,Runway Excursion,Takeoff,2026-04-03 04:05:44.570293+00:00
151,200908,1,3,300470,False,Takeoff,300,Collision with terr/obj (non-CFIT),470,Other,Takeoff,2026-04-03 04:05:44.570293+00:00
152,200906,1,1,508250,True,Approach-VFR pattern final,508,Midair collision,250,Midair,Approach,2026-04-03 04:05:44.570293+00:00
153,200906,2,1,508250,True,Approach-VFR pattern final,508,Midair collision,250,Midair,Approach,2026-04-03 04:05:44.570293+00:00
154,200826,1,1,400341,True,Enroute,400,Loss of engine power (total),341,System/Component Failure (Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
155,200905,1,2,150460,True,Standing,150,Evacuation,460,Other,Standing,2026-04-03 04:05:44.570293+00:00
156,200905,1,3,350150,False,Initial climb,350,Fire/smoke (non-impact),150,Fire,Initial Climb,2026-04-03 04:05:44.570293+00:00
157,200922,1,2,551090,False,Landing-flare/touchdown,551,Abnormal runway contact,090,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
158,200922,1,3,553490,True,Landing-aborted after touchdown,553,Collision during takeoff/land,490,Collision on Takeoff or Landing,Landing,2026-04-03 04:05:44.570293+00:00
159,200928,1,1,452192,True,Maneuvering-low-alt flying,452,Fuel exhaustion,192,Fuel,Maneuvering,2026-04-03 04:05:44.570293+00:00
160,200928,1,3,601470,False,Autorotation,601,Collision with terr/obj (non-CFIT),470,Other,Emergency Descent,2026-04-03 04:05:44.570293+00:00
161,200940,1,1,251200,True,Taxi-to runway,251,Ground collision,200,Ground Collision,Taxi,2026-04-03 04:05:44.570293+00:00
162,200940,2,1,251200,True,Taxi-to runway,251,Ground collision,200,Ground Collision,Taxi,2026-04-03 04:05:44.570293+00:00
163,201755,1,1,550092,True,Landing,550,Hard landing,092,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
164,200916,1,1,552300,True,Landing-landing roll,552,Runway excursion,300,Runway Excursion,Landing,2026-04-03 04:05:44.570293+00:00
165,200916,1,2,552380,False,Landing-landing roll,552,Landing area overshoot,380,Undershoot/Overshoot,Landing,2026-04-03 04:05:44.570293+00:00
166,201052,1,1,252320,True,Taxi-into takeoff position,252,Runway incursion veh/AC/person,320,Runway Incursion,Taxi,2026-04-03 04:05:44.570293+00:00
167,200960,1,1,550244,True,Landing,550,Settling with power/vortex ring state,244,Loss of Control (Inflight),Landing,2026-04-03 04:05:44.570293+00:00
168,200904,1,2,100193,False,Prior to flight,100,Fuel contamination,193,Fuel,Standing,2026-04-03 04:05:44.570293+00:00
169,200904,1,3,350341,True,Initial climb,350,Loss of engine power (total),341,System/Component Failure (Powerplant),Initial Climb,2026-04-03 04:05:44.570293+00:00
170,200904,1,4,350470,False,Initial climb,350,Collision with terr/obj (non-CFIT),470,Other,Initial Climb,2026-04-03 04:05:44.570293+00:00
171,200899,1,1,400360,True,Enroute,400,Turbulence encounter,360,Turbulence,Enroute,2026-04-03 04:05:44.570293+00:00
172,200903,1,1,506150,True,Approach-VFR pattern downwind,506,Fire/smoke (non-impact),150,Fire,Approach,2026-04-03 04:05:44.570293+00:00
173,200941,1,1,300340,True,Takeoff,300,Powerplant sys/comp malf/fail,340,System/Component Failure (Powerplant),Takeoff,2026-04-03 04:05:44.570293+00:00
174,200924,1,1,400342,True,Enroute,400,Loss of engine power (partial),342,System/Component Failure (Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
175,200898,1,1,404260,True,Enroute-descent,404,Near midair/TCAS alert/loss of separation,260,Midair,Enroute,2026-04-03 04:05:44.570293+00:00
176,200929,1,1,250200,True,Taxi,250,Ground collision,200,Ground Collision,Taxi,2026-04-03 04:05:44.570293+00:00
177,200897,1,1,551092,True,Landing-flare/touchdown,551,Hard landing,092,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
178,200897,1,2,551090,False,Landing-flare/touchdown,551,Abnormal runway contact,090,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
179,200803,1,1,350401,True,Initial climb,350,VFR encounter with IMC,401,Weather,Initial Climb,2026-04-03 04:05:44.570293+00:00
180,200803,1,2,350241,False,Initial climb,350,Aerodynamic stall/spin,241,Loss of Control (Inflight),Initial Climb,2026-04-03 04:05:44.570293+00:00
181,200803,1,3,350470,False,Initial climb,350,Collision with terr/obj (non-CFIT),470,Other,Initial Climb,2026-04-03 04:05:44.570293+00:00
182,201721,1,1,990000,True,Unknown,990,Unknown or undetermined,000,Other,Unknown,2026-04-03 04:05:44.570293+00:00
183,200893,1,1,502000,True,Approach-IFR final approach,502,Unknown or undetermined,000,Other,Approach,2026-04-03 04:05:44.570293+00:00
184,200900,1,1,552300,True,Landing-landing roll,552,Runway excursion,300,Runway Excursion,Landing,2026-04-03 04:05:44.570293+00:00
185,200934,1,2,350342,True,Initial climb,350,Loss of engine power (partial),342,System/Component Failure (Powerplant),Initial Climb,2026-04-03 04:05:44.570293+00:00
186,200945,1,1,500282,True,Approach,500,Altitude deviation,282,Navigation Error,Approach,2026-04-03 04:05:44.570293+00:00
187,200921,1,1,551230,True,Landing-flare/touchdown,551,Loss of control on ground,230,Loss of Control (Ground),Landing,2026-04-03 04:05:44.570293+00:00
188,200687,1,5,452220,True,Maneuvering-low-alt flying,452,Low altitude operation/event,220,Low Altitude,Maneuvering,2026-04-03 04:05:44.570293+00:00
189,201009,1,2,508600,False,Approach-VFR pattern final,508,Simulated/training event,600,Other,Approach,2026-04-03 04:05:44.570293+00:00
190,201009,1,4,601060,False,Autorotation,601,Attempted remediation/recovery,060,,Emergency Descent,2026-04-03 04:05:44.570293+00:00
191,201009,1,5,601092,True,Autorotation,601,Hard landing,092,Abnormal Runway Contact,Emergency Descent,2026-04-03 04:05:44.570293+00:00
192,201009,1,6,700460,False,Post-impact,700,Evacuation,460,Other,Post-Impact,2026-04-03 04:05:44.570293+00:00
193,201009,1,7,601240,False,Autorotation,601,Loss of control in flight,240,Loss of Control (Inflight),Emergency Descent,2026-04-03 04:05:44.570293+00:00
194,200880,1,1,550000,True,Landing,550,Unknown or undetermined,000,Other,Landing,2026-04-03 04:05:44.570293+00:00
195,200917,1,2,350191,True,Initial climb,350,Fuel starvation,191,Fuel,Initial Climb,2026-04-03 04:05:44.570293+00:00
196,200917,1,3,350440,False,Initial climb,350,Off-field or emergency landing,440,Other,Initial Climb,2026-04-03 04:05:44.570293+00:00
197,200912,1,1,550380,True,Landing,550,Landing area overshoot,380,Undershoot/Overshoot,Landing,2026-04-03 04:05:44.570293+00:00
198,200912,1,4,552300,False,Landing-landing roll,552,Runway excursion,300,Runway Excursion,Landing,2026-04-03 04:05:44.570293+00:00
199,200875,1,1,990000,True,Unknown,990,Unknown or undetermined,000,Other,Unknown,2026-04-03 04:05:44.570293+00:00
200,200887,1,1,400191,True,Enroute,400,Fuel starvation,191,Fuel,Enroute,2026-04-03 04:05:44.570293+00:00
201,201039,1,1,990320,True,Unknown,990,Runway incursion veh/AC/person,320,Runway Incursion,Unknown,2026-04-03 04:05:44.570293+00:00
202,200864,1,1,506341,True,Approach-VFR pattern downwind,506,Loss of engine power (total),341,System/Component Failure (Powerplant),Approach,2026-04-03 04:05:44.570293+00:00
203,200874,1,1,551090,True,Landing-flare/touchdown,551,Abnormal runway contact,090,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
204,200885,1,1,400150,True,Enroute,400,Fire/smoke (non-impact),150,Fire,Enroute,2026-04-03 04:05:44.570293+00:00
205,200867,1,1,550490,True,Landing,550,Collision during takeoff/land,490,Collision on Takeoff or Landing,Landing,2026-04-03 04:05:44.570293+00:00
206,200849,1,1,400000,True,Enroute,400,Unknown or undetermined,000,Other,Enroute,2026-04-03 04:05:44.570293+00:00
207,201890,1,1,550370,True,Landing,550,Landing area undershoot,370,Undershoot/Overshoot,Landing,2026-04-03 04:05:44.570293+00:00
208,200865,1,2,552230,True,Landing-landing roll,552,Loss of control on ground,230,Loss of Control (Ground),Landing,2026-04-03 04:05:44.570293+00:00
209,200865,1,3,552300,False,Landing-landing roll,552,Runway excursion,300,Runway Excursion,Landing,2026-04-03 04:05:44.570293+00:00
210,200863,1,1,300342,True,Takeoff,300,Loss of engine power (partial),342,System/Component Failure (Powerplant),Takeoff,2026-04-03 04:05:44.570293+00:00
211,200863,1,2,452440,False,Maneuvering-low-alt flying,452,Off-field or emergency landing,440,Other,Maneuvering,2026-04-03 04:05:44.570293+00:00
212,200863,1,3,600120,False,Emergency descent,600,Controlled flight into terr/obj (CFIT),120,CFIT,Emergency Descent,2026-04-03 04:05:44.570293+00:00
213,200976,1,1,550300,False,Landing,550,Runway excursion,300,Runway Excursion,Landing,2026-04-03 04:05:44.570293+00:00
214,200976,1,2,550330,True,Landing,550,Sys/Comp malf/fail (non-power),330,System/Component Failure (Non-Powerplant),Landing,2026-04-03 04:05:44.570293+00:00
215,200976,1,3,550230,False,Landing,550,Loss of control on ground,230,Loss of Control (Ground),Landing,2026-04-03 04:05:44.570293+00:00
216,200976,1,4,550470,False,Landing,550,Collision with terr/obj (non-CFIT),470,Other,Landing,2026-04-03 04:05:44.570293+00:00
217,200848,1,2,450241,True,Maneuvering,450,Aerodynamic stall/spin,241,Loss of Control (Inflight),Maneuvering,2026-04-03 04:05:44.570293+00:00
218,200848,1,3,450470,False,Maneuvering,450,Collision with terr/obj (non-CFIT),470,Other,Maneuvering,2026-04-03 04:05:44.570293+00:00
219,200853,1,1,400191,True,Enroute,400,Fuel starvation,191,Fuel,Enroute,2026-04-03 04:05:44.570293+00:00
220,200856,1,2,508341,True,Approach-VFR pattern final,508,Loss of engine power (total),341,System/Component Failure (Powerplant),Approach,2026-04-03 04:05:44.570293+00:00
221,200856,1,3,600440,False,Emergency descent,600,Off-field or emergency landing,440,Other,Emergency Descent,2026-04-03 04:05:44.570293+00:00
222,200856,1,4,550470,False,Landing,550,Collision with terr/obj (non-CFIT),470,Other,Landing,2026-04-03 04:05:44.570293+00:00
223,200876,1,1,400440,True,Enroute,400,Off-field or emergency landing,440,Other,Enroute,2026-04-03 04:05:44.570293+00:00
224,200850,1,1,300230,True,Takeoff,300,Loss of control on ground,230,Loss of Control (Ground),Takeoff,2026-04-03 04:05:44.570293+00:00
225,200861,1,1,350342,True,Initial climb,350,Loss of engine power (partial),342,System/Component Failure (Powerplant),Initial Climb,2026-04-03 04:05:44.570293+00:00
226,200841,1,2,453240,True,Maneuvering-hover,453,Loss of control in flight,240,Loss of Control (Inflight),Maneuvering,2026-04-03 04:05:44.570293+00:00
227,200841,1,3,650470,False,Uncontrolled descent,650,Collision with terr/obj (non-CFIT),470,Other,Uncontrolled Descent,2026-04-03 04:05:44.570293+00:00
228,200847,1,1,500000,True,Approach,500,Unknown or undetermined,000,Other,Approach,2026-04-03 04:05:44.570293+00:00
229,200879,1,1,550241,True,Landing,550,Aerodynamic stall/spin,241,Loss of Control (Inflight),Landing,2026-04-03 04:05:44.570293+00:00
230,200879,1,2,551240,False,Landing-flare/touchdown,551,Loss of control in flight,240,Loss of Control (Inflight),Landing,2026-04-03 04:05:44.570293+00:00
231,200879,1,3,650470,False,Uncontrolled descent,650,Collision with terr/obj (non-CFIT),470,Other,Uncontrolled Descent,2026-04-03 04:05:44.570293+00:00
232,200873,1,2,552230,True,Landing-landing roll,552,Loss of control on ground,230,Loss of Control (Ground),Landing,2026-04-03 04:05:44.570293+00:00
233,200873,1,3,552400,False,Landing-landing roll,552,Other weather encounter,400,Weather,Landing,2026-04-03 04:05:44.570293+00:00
234,200873,1,4,552060,False,Landing-landing roll,552,Attempted remediation/recovery,060,,Landing,2026-04-03 04:05:44.570293+00:00
235,200873,1,5,552300,False,Landing-landing roll,552,Runway excursion,300,Runway Excursion,Landing,2026-04-03 04:05:44.570293+00:00
236,200889,1,1,500341,True,Approach,500,Loss of engine power (total),341,System/Component Failure (Powerplant),Approach,2026-04-03 04:05:44.570293+00:00
237,200930,1,1,404360,True,Enroute-descent,404,Turbulence encounter,360,Turbulence,Enroute,2026-04-03 04:05:44.570293+00:00
238,200845,1,1,550230,True,Landing,550,Loss of control on ground,230,Loss of Control (Ground),Landing,2026-04-03 04:05:44.570293+00:00
239,200845,1,2,553060,False,Landing-aborted after touchdown,553,Attempted remediation/recovery,060,,Landing,2026-04-03 04:05:44.570293+00:00
240,200845,1,3,550300,False,Landing,550,Runway excursion,300,Runway Excursion,Landing,2026-04-03 04:05:44.570293+00:00
241,200846,1,1,552230,True,Landing-landing roll,552,Loss of control on ground,230,Loss of Control (Ground),Landing,2026-04-03 04:05:44.570293+00:00
242,200844,1,2,154231,True,Standing-engine(s) shutdown,154,Dynamic rollover,231,Loss of Control (Ground),Standing,2026-04-03 04:05:44.570293+00:00
243,200854,1,2,552400,False,Landing-landing roll,552,Other weather encounter,400,Weather,Landing,2026-04-03 04:05:44.570293+00:00
244,200854,1,3,552230,True,Landing-landing roll,552,Loss of control on ground,230,Loss of Control (Ground),Landing,2026-04-03 04:05:44.570293+00:00
245,200854,1,4,552096,False,Landing-landing roll,552,Nose over/nose down,096,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
246,200854,1,5,552060,False,Landing-landing roll,552,Attempted remediation/recovery,060,,Landing,2026-04-03 04:05:44.570293+00:00
247,200854,1,6,552300,False,Landing-landing roll,552,Runway excursion,300,Runway Excursion,Landing,2026-04-03 04:05:44.570293+00:00
248,200843,1,1,452470,True,Maneuvering-low-alt flying,452,Collision with terr/obj (non-CFIT),470,Other,Maneuvering,2026-04-03 04:05:44.570293+00:00
249,200843,1,2,452060,False,Maneuvering-low-alt flying,452,Attempted remediation/recovery,060,,Maneuvering,2026-04-03 04:05:44.570293+00:00
250,200882,1,5,500900,True,Approach,500,Miscellaneous/other,900,,Approach,2026-04-03 04:05:44.570293+00:00
251,200894,1,1,550092,True,Landing,550,Hard landing,092,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
252,200840,1,1,300091,True,Takeoff,300,Tailstrike,091,Abnormal Runway Contact,Takeoff,2026-04-03 04:05:44.570293+00:00
253,202581,1,1,601092,True,Autorotation,601,Hard landing,092,Abnormal Runway Contact,Emergency Descent,2026-04-03 04:05:44.570293+00:00
254,200837,1,2,552330,True,Landing-landing roll,552,Sys/Comp malf/fail (non-power),330,System/Component Failure (Non-Powerplant),Landing,2026-04-03 04:05:44.570293+00:00
255,200852,1,2,550380,True,Landing,550,Landing area overshoot,380,Undershoot/Overshoot,Landing,2026-04-03 04:05:44.570293+00:00
256,200852,1,3,550300,False,Landing,550,Runway excursion,300,Runway Excursion,Landing,2026-04-03 04:05:44.570293+00:00
257,200852,1,4,550470,False,Landing,550,Collision with terr/obj (non-CFIT),470,Other,Landing,2026-04-03 04:05:44.570293+00:00
258,200858,1,3,552380,True,Landing-landing roll,552,Landing area overshoot,380,Undershoot/Overshoot,Landing,2026-04-03 04:05:44.570293+00:00
259,200789,1,1,552230,True,Landing-landing roll,552,Loss of control on ground,230,Loss of Control (Ground),Landing,2026-04-03 04:05:44.570293+00:00
260,200835,1,1,100030,True,Prior to flight,100,Preflight or dispatch event,030,Other,Standing,2026-04-03 04:05:44.570293+00:00
261,200859,1,1,550094,True,Landing,550,Landing gear collapse,094,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
262,200862,1,2,300490,True,Takeoff,300,Collision during takeoff/land,490,Collision on Takeoff or Landing,Takeoff,2026-04-03 04:05:44.570293+00:00
263,200883,1,1,153900,True,Standing-engine(s) operating,153,Miscellaneous/other,900,,Standing,2026-04-03 04:05:44.570293+00:00
264,200831,1,1,550096,False,Landing,550,Nose over/nose down,096,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
265,200831,1,2,550230,True,Landing,550,Loss of control on ground,230,Loss of Control (Ground),Landing,2026-04-03 04:05:44.570293+00:00
266,200797,1,1,400190,True,Enroute,400,Fuel related,190,Fuel,Enroute,2026-04-03 04:05:44.570293+00:00
267,200984,1,1,550094,False,Landing,550,Landing gear collapse,094,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
268,200984,1,2,550095,True,Landing,550,Landing gear not configured,095,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
269,200984,1,3,550332,False,Landing,550,Electrical system malf/failure,332,System/Component Failure (Non-Powerplant),Landing,2026-04-03 04:05:44.570293+00:00
270,200860,1,2,100020,False,Prior to flight,100,Aircraft servicing event,020,Ground Handling,Standing,2026-04-03 04:05:44.570293+00:00
271,200860,1,3,100193,True,Prior to flight,100,Fuel contamination,193,Fuel,Standing,2026-04-03 04:05:44.570293+00:00
272,200860,1,4,350341,False,Initial climb,350,Loss of engine power (total),341,System/Component Failure (Powerplant),Initial Climb,2026-04-03 04:05:44.570293+00:00
273,200829,1,1,550096,True,Landing,550,Nose over/nose down,096,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
274,200833,1,1,402341,True,Enroute-cruise,402,Loss of engine power (total),341,System/Component Failure (Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
275,200901,1,1,500360,True,Approach,500,Turbulence encounter,360,Turbulence,Approach,2026-04-03 04:05:44.570293+00:00
276,200884,1,1,301300,True,Takeoff-rejected takeoff,301,Runway excursion,300,Runway Excursion,Takeoff,2026-04-03 04:05:44.570293+00:00
277,200884,1,2,300900,False,Takeoff,300,Miscellaneous/other,900,,Takeoff,2026-04-03 04:05:44.570293+00:00
278,200822,1,1,552230,True,Landing-landing roll,552,Loss of control on ground,230,Loss of Control (Ground),Landing,2026-04-03 04:05:44.570293+00:00
279,200822,1,2,552400,False,Landing-landing roll,552,Other weather encounter,400,Weather,Landing,2026-04-03 04:05:44.570293+00:00
280,200822,1,3,552300,False,Landing-landing roll,552,Runway excursion,300,Runway Excursion,Landing,2026-04-03 04:05:44.570293+00:00
281,200822,1,4,552060,False,Landing-landing roll,552,Attempted remediation/recovery,060,,Landing,2026-04-03 04:05:44.570293+00:00
282,200822,1,5,552096,False,Landing-landing roll,552,Nose over/nose down,096,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
283,200819,1,2,550094,True,Landing,550,Landing gear collapse,094,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
284,200820,1,3,300490,True,Takeoff,300,Collision during takeoff/land,490,Collision on Takeoff or Landing,Takeoff,2026-04-03 04:05:44.570293+00:00
285,200808,1,1,402000,True,Enroute-cruise,402,Unknown or undetermined,000,Other,Enroute,2026-04-03 04:05:44.570293+00:00
286,201731,1,1,551090,True,Landing-flare/touchdown,551,Abnormal runway contact,090,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
287,201731,1,2,551060,False,Landing-flare/touchdown,551,Attempted remediation/recovery,060,,Landing,2026-04-03 04:05:44.570293+00:00
288,201731,1,3,551470,False,Landing-flare/touchdown,551,Collision with terr/obj (non-CFIT),470,Other,Landing,2026-04-03 04:05:44.570293+00:00
289,200790,1,1,402120,True,Enroute-cruise,402,Controlled flight into terr/obj (CFIT),120,CFIT,Enroute,2026-04-03 04:05:44.570293+00:00
290,200888,1,1,400341,True,Enroute,400,Loss of engine power (total),341,System/Component Failure (Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
291,200872,1,1,552470,True,Landing-landing roll,552,Collision with terr/obj (non-CFIT),470,Other,Landing,2026-04-03 04:05:44.570293+00:00
292,200828,1,2,551090,True,Landing-flare/touchdown,551,Abnormal runway contact,090,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
293,200814,1,1,551230,True,Landing-flare/touchdown,551,Loss of control on ground,230,Loss of Control (Ground),Landing,2026-04-03 04:05:44.570293+00:00
294,200814,1,2,552400,False,Landing-landing roll,552,Other weather encounter,400,Weather,Landing,2026-04-03 04:05:44.570293+00:00
295,200814,1,3,552300,False,Landing-landing roll,552,Runway excursion,300,Runway Excursion,Landing,2026-04-03 04:05:44.570293+00:00
296,200866,1,1,551095,True,Landing-flare/touchdown,551,Landing gear not configured,095,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
297,200777,1,1,552094,True,Landing-landing roll,552,Landing gear collapse,094,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
298,200891,1,1,400332,False,Enroute,400,Electrical system malf/failure,332,System/Component Failure (Non-Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
299,200891,1,2,400341,True,Enroute,400,Loss of engine power (total),341,System/Component Failure (Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
300,200870,1,2,250402,True,Taxi,250,Loss of visual reference,402,Weather,Taxi,2026-04-03 04:05:44.570293+00:00
301,200870,1,3,250470,False,Taxi,250,Collision with terr/obj (non-CFIT),470,Other,Taxi,2026-04-03 04:05:44.570293+00:00
302,201791,1,1,552230,False,Landing-landing roll,552,Loss of control on ground,230,Loss of Control (Ground),Landing,2026-04-03 04:05:44.570293+00:00
303,201791,1,2,552300,False,Landing-landing roll,552,Runway excursion,300,Runway Excursion,Landing,2026-04-03 04:05:44.570293+00:00
304,201791,1,3,552330,True,Landing-landing roll,552,Sys/Comp malf/fail (non-power),330,System/Component Failure (Non-Powerplant),Landing,2026-04-03 04:05:44.570293+00:00
305,201791,1,4,552094,False,Landing-landing roll,552,Landing gear collapse,094,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
306,201791,1,5,552093,False,Landing-landing roll,552,Dragged wing/rotor/float/other,093,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
307,200832,1,1,301096,False,Takeoff-rejected takeoff,301,Nose over/nose down,096,Abnormal Runway Contact,Takeoff,2026-04-03 04:05:44.570293+00:00
308,200832,1,2,301230,True,Takeoff-rejected takeoff,301,Loss of control on ground,230,Loss of Control (Ground),Takeoff,2026-04-03 04:05:44.570293+00:00
309,200895,1,1,350490,True,Initial climb,350,Collision during takeoff/land,490,Collision on Takeoff or Landing,Initial Climb,2026-04-03 04:05:44.570293+00:00
310,200825,1,1,551092,True,Landing-flare/touchdown,551,Hard landing,092,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
