event_key,mkey,vehicle_num,event_num,event_code,is_defining_event,tier1_name,tier1_num,tier2_name,tier2_num,soe_group,phase_group,silver_loaded_at
311,200825,1,2,551090,False,Landing-flare/touchdown,551,Abnormal runway contact,090,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
312,201860,1,1,300000,True,Takeoff,300,Unknown or undetermined,000,Other,Takeoff,2026-04-03 04:05:44.570293+00:00
313,200869,1,1,400342,True,Enroute,400,Loss of engine power (partial),342,System/Component Failure (Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
314,200869,1,2,600440,False,Emergency descent,600,Off-field or emergency landing,440,Other,Emergency Descent,2026-04-03 04:05:44.570293+00:00
315,200802,1,1,300333,True,Takeoff,300,Flight control sys malf/fail,333,System/Component Failure (Non-Powerplant),Takeoff,2026-04-03 04:05:44.570293+00:00
316,200802,1,2,100050,False,Prior to flight,100,Aircraft inspection event,050,Other,Standing,2026-04-03 04:05:44.570293+00:00
317,200802,1,3,650470,False,Uncontrolled descent,650,Collision with terr/obj (non-CFIT),470,Other,Uncontrolled Descent,2026-04-03 04:05:44.570293+00:00
318,201049,1,1,402470,True,Enroute-cruise,402,Collision with terr/obj (non-CFIT),470,Other,Enroute,2026-04-03 04:05:44.570293+00:00
319,200815,1,1,404330,True,Enroute-descent,404,Sys/Comp malf/fail (non-power),330,System/Component Failure (Non-Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
320,200913,1,1,300320,True,Takeoff,300,Runway incursion veh/AC/person,320,Runway Incursion,Takeoff,2026-04-03 04:05:44.570293+00:00
321,200811,1,1,450341,True,Maneuvering,450,Loss of engine power (total),341,System/Component Failure (Powerplant),Maneuvering,2026-04-03 04:05:44.570293+00:00
322,200801,1,1,300342,True,Takeoff,300,Loss of engine power (partial),342,System/Component Failure (Powerplant),Takeoff,2026-04-03 04:05:44.570293+00:00
323,200816,1,1,601900,True,Autorotation,601,Miscellaneous/other,900,,Emergency Descent,2026-04-03 04:05:44.570293+00:00
324,200793,1,1,300230,True,Takeoff,300,Loss of control on ground,230,Loss of Control (Ground),Takeoff,2026-04-03 04:05:44.570293+00:00
325,200791,1,1,551370,True,Landing-flare/touchdown,551,Landing area undershoot,370,Undershoot/Overshoot,Landing,2026-04-03 04:05:44.570293+00:00
326,200796,1,1,350333,True,Initial climb,350,Flight control sys malf/fail,333,System/Component Failure (Non-Powerplant),Initial Climb,2026-04-03 04:05:44.570293+00:00
327,200810,1,2,450341,True,Maneuvering,450,Loss of engine power (total),341,System/Component Failure (Powerplant),Maneuvering,2026-04-03 04:05:44.570293+00:00
328,200810,1,4,552490,False,Landing-landing roll,552,Collision during takeoff/land,490,Collision on Takeoff or Landing,Landing,2026-04-03 04:05:44.570293+00:00
329,200817,1,1,550320,True,Landing,550,Runway incursion veh/AC/person,320,Runway Incursion,Landing,2026-04-03 04:05:44.570293+00:00
330,200786,1,1,404000,True,Enroute-descent,404,Unknown or undetermined,000,Other,Enroute,2026-04-03 04:05:44.570293+00:00
331,200951,1,1,550094,False,Landing,550,Landing gear collapse,094,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
332,200951,1,3,550090,True,Landing,550,Abnormal runway contact,090,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
333,200806,1,1,402331,True,Enroute-cruise,402,Pressure/environ sys malf/fail,331,System/Component Failure (Non-Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
334,200779,1,1,402341,True,Enroute-cruise,402,Loss of engine power (total),341,System/Component Failure (Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
335,200813,1,1,509240,True,Approach-VFR go-around,509,Loss of control in flight,240,Loss of Control (Inflight),Approach,2026-04-03 04:05:44.570293+00:00
336,200809,1,1,550095,True,Landing,550,Landing gear not configured,095,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
337,200827,1,2,552338,True,Landing-landing roll,552,Part(s) separation from AC,338,System/Component Failure (Non-Powerplant),Landing,2026-04-03 04:05:44.570293+00:00
338,200827,1,3,552230,False,Landing-landing roll,552,Loss of control on ground,230,Loss of Control (Ground),Landing,2026-04-03 04:05:44.570293+00:00
339,200827,1,4,552096,False,Landing-landing roll,552,Nose over/nose down,096,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
340,200795,1,1,401901,True,Enroute-climb to cruise,401,Birdstrike,901,Other,Enroute,2026-04-03 04:05:44.570293+00:00
341,200805,1,1,551090,True,Landing-flare/touchdown,551,Abnormal runway contact,090,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
342,200959,1,1,500333,True,Approach,500,Flight control sys malf/fail,333,System/Component Failure (Non-Powerplant),Approach,2026-04-03 04:05:44.570293+00:00
343,200785,1,1,400342,True,Enroute,400,Loss of engine power (partial),342,System/Component Failure (Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
344,200785,1,2,600440,False,Emergency descent,600,Off-field or emergency landing,440,Other,Emergency Descent,2026-04-03 04:05:44.570293+00:00
345,200785,1,3,551093,False,Landing-flare/touchdown,551,Dragged wing/rotor/float/other,093,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
346,200778,1,1,300081,True,Takeoff,300,AC/prop/rotor contact w person,081,Ground Handling,Takeoff,2026-04-03 04:05:44.570293+00:00
347,200770,1,1,553470,True,Landing-aborted after touchdown,553,Collision with terr/obj (non-CFIT),470,Other,Landing,2026-04-03 04:05:44.570293+00:00
348,200890,1,1,552094,True,Landing-landing roll,552,Landing gear collapse,094,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
349,200772,1,1,451850,True,Maneuvering-aerobatics,451,Medical event,850,Other,Maneuvering,2026-04-03 04:05:44.570293+00:00
350,200763,1,1,990000,True,Unknown,990,Unknown or undetermined,000,Other,Unknown,2026-04-03 04:05:44.570293+00:00
351,200769,1,2,508241,True,Approach-VFR pattern final,508,Aerodynamic stall/spin,241,Loss of Control (Inflight),Approach,2026-04-03 04:05:44.570293+00:00
352,200775,1,1,402341,True,Enroute-cruise,402,Loss of engine power (total),341,System/Component Failure (Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
353,200775,1,2,551096,False,Landing-flare/touchdown,551,Nose over/nose down,096,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
354,200764,1,1,551240,True,Landing-flare/touchdown,551,Loss of control in flight,240,Loss of Control (Inflight),Landing,2026-04-03 04:05:44.570293+00:00
355,200757,1,1,452270,True,Maneuvering-low-alt flying,452,Abrupt maneuver,270,Abrupt Maneuver,Maneuvering,2026-04-03 04:05:44.570293+00:00
356,200824,1,1,500900,True,Approach,500,Miscellaneous/other,900,,Approach,2026-04-03 04:05:44.570293+00:00
357,200748,1,3,550240,True,Landing,550,Loss of control in flight,240,Loss of Control (Inflight),Landing,2026-04-03 04:05:44.570293+00:00
358,200748,1,4,551400,False,Landing-flare/touchdown,551,Other weather encounter,400,Weather,Landing,2026-04-03 04:05:44.570293+00:00
359,200746,1,1,300342,True,Takeoff,300,Loss of engine power (partial),342,System/Component Failure (Powerplant),Takeoff,2026-04-03 04:05:44.570293+00:00
360,200768,1,2,550380,True,Landing,550,Landing area overshoot,380,Undershoot/Overshoot,Landing,2026-04-03 04:05:44.570293+00:00
361,200768,1,5,553490,False,Landing-aborted after touchdown,553,Collision during takeoff/land,490,Collision on Takeoff or Landing,Landing,2026-04-03 04:05:44.570293+00:00
362,200768,1,6,553096,False,Landing-aborted after touchdown,553,Nose over/nose down,096,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
363,200758,1,2,301096,True,Takeoff-rejected takeoff,301,Nose over/nose down,096,Abnormal Runway Contact,Takeoff,2026-04-03 04:05:44.570293+00:00
364,200794,1,1,500260,True,Approach,500,Near midair/TCAS alert/loss of separation,260,Midair,Approach,2026-04-03 04:05:44.570293+00:00
365,200760,1,1,550230,True,Landing,550,Loss of control on ground,230,Loss of Control (Ground),Landing,2026-04-03 04:05:44.570293+00:00
366,200781,1,1,551095,True,Landing-flare/touchdown,551,Landing gear not configured,095,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
367,200745,1,1,507120,True,Approach-VFR pattern base,507,Controlled flight into terr/obj (CFIT),120,CFIT,Approach,2026-04-03 04:05:44.570293+00:00
368,200745,1,3,700460,False,Post-impact,700,Evacuation,460,Other,Post-Impact,2026-04-03 04:05:44.570293+00:00
369,200744,1,2,452220,True,Maneuvering-low-alt flying,452,Low altitude operation/event,220,Low Altitude,Maneuvering,2026-04-03 04:05:44.570293+00:00
370,200752,1,2,350341,True,Initial climb,350,Loss of engine power (total),341,System/Component Failure (Powerplant),Initial Climb,2026-04-03 04:05:44.570293+00:00
371,200752,1,3,600341,False,Emergency descent,600,Loss of engine power (total),341,System/Component Failure (Powerplant),Emergency Descent,2026-04-03 04:05:44.570293+00:00
372,200752,1,4,650470,False,Uncontrolled descent,650,Collision with terr/obj (non-CFIT),470,Other,Uncontrolled Descent,2026-04-03 04:05:44.570293+00:00
373,200762,1,1,550470,True,Landing,550,Collision with terr/obj (non-CFIT),470,Other,Landing,2026-04-03 04:05:44.570293+00:00
374,200834,1,1,400341,True,Enroute,400,Loss of engine power (total),341,System/Component Failure (Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
375,200767,1,1,550094,True,Landing,550,Landing gear collapse,094,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
376,200756,1,1,550340,True,Landing,550,Powerplant sys/comp malf/fail,340,System/Component Failure (Powerplant),Landing,2026-04-03 04:05:44.570293+00:00
377,200804,1,1,550096,True,Landing,550,Nose over/nose down,096,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
378,200804,1,2,550300,False,Landing,550,Runway excursion,300,Runway Excursion,Landing,2026-04-03 04:05:44.570293+00:00
379,200804,1,3,550092,False,Landing,550,Hard landing,092,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
380,200804,1,4,550230,False,Landing,550,Loss of control on ground,230,Loss of Control (Ground),Landing,2026-04-03 04:05:44.570293+00:00
381,200741,1,1,551092,False,Landing-flare/touchdown,551,Hard landing,092,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
382,200741,1,2,551090,True,Landing-flare/touchdown,551,Abnormal runway contact,090,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
383,200750,1,1,550092,True,Landing,550,Hard landing,092,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
384,200832,1,1,301096,False,Takeoff-rejected takeoff,301,Nose over/nose down,096,Abnormal Runway Contact,Takeoff,2026-04-03 04:05:44.570293+00:00
385,200832,1,2,301230,True,Takeoff-rejected takeoff,301,Loss of control on ground,230,Loss of Control (Ground),Takeoff,2026-04-03 04:05:44.570293+00:00
386,200754,1,1,300341,True,Takeoff,300,Loss of engine power (total),341,System/Component Failure (Powerplant),Takeoff,2026-04-03 04:05:44.570293+00:00
387,200749,1,1,253470,True,Taxi-from runway,253,Collision with terr/obj (non-CFIT),470,Other,Taxi,2026-04-03 04:05:44.570293+00:00
388,200755,1,1,300000,True,Takeoff,300,Unknown or undetermined,000,Other,Takeoff,2026-04-03 04:05:44.570293+00:00
389,200732,1,2,453470,False,Maneuvering-hover,453,Collision with terr/obj (non-CFIT),470,Other,Maneuvering,2026-04-03 04:05:44.570293+00:00
390,200732,1,3,453900,True,Maneuvering-hover,453,Miscellaneous/other,900,,Maneuvering,2026-04-03 04:05:44.570293+00:00
391,200732,1,4,650470,False,Uncontrolled descent,650,Collision with terr/obj (non-CFIT),470,Other,Uncontrolled Descent,2026-04-03 04:05:44.570293+00:00
392,200733,1,1,400000,True,Enroute,400,Unknown or undetermined,000,Other,Enroute,2026-04-03 04:05:44.570293+00:00
393,200736,1,1,400341,True,Enroute,400,Loss of engine power (total),341,System/Component Failure (Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
394,200739,1,1,990150,True,Unknown,990,Fire/smoke (non-impact),150,Fire,Unknown,2026-04-03 04:05:44.570293+00:00
395,200731,1,1,400341,True,Enroute,400,Loss of engine power (total),341,System/Component Failure (Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
396,200761,1,1,400000,True,Enroute,400,Unknown or undetermined,000,Other,Enroute,2026-04-03 04:05:44.570293+00:00
397,200735,1,1,400332,True,Enroute,400,Electrical system malf/failure,332,System/Component Failure (Non-Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
398,200735,1,2,402341,False,Enroute-cruise,402,Loss of engine power (total),341,System/Component Failure (Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
399,200735,1,3,402440,False,Enroute-cruise,402,Off-field or emergency landing,440,Other,Enroute,2026-04-03 04:05:44.570293+00:00
400,200735,1,4,550096,False,Landing,550,Nose over/nose down,096,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
401,200726,1,1,402341,True,Enroute-cruise,402,Loss of engine power (total),341,System/Component Failure (Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
402,200737,1,1,507120,True,Approach-VFR pattern base,507,Controlled flight into terr/obj (CFIT),120,CFIT,Approach,2026-04-03 04:05:44.570293+00:00
403,200724,1,1,450000,True,Maneuvering,450,Unknown or undetermined,000,Other,Maneuvering,2026-04-03 04:05:44.570293+00:00
404,200730,1,1,550094,True,Landing,550,Landing gear collapse,094,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
405,200728,1,1,300230,True,Takeoff,300,Loss of control on ground,230,Loss of Control (Ground),Takeoff,2026-04-03 04:05:44.570293+00:00
406,200721,1,1,550095,True,Landing,550,Landing gear not configured,095,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
407,200722,1,1,300241,True,Takeoff,300,Aerodynamic stall/spin,241,Loss of Control (Inflight),Takeoff,2026-04-03 04:05:44.570293+00:00
408,200716,1,2,509470,False,Approach-VFR go-around,509,Collision with terr/obj (non-CFIT),470,Other,Approach,2026-04-03 04:05:44.570293+00:00
409,200716,1,3,509240,True,Approach-VFR go-around,509,Loss of control in flight,240,Loss of Control (Inflight),Approach,2026-04-03 04:05:44.570293+00:00
410,200719,1,2,300333,True,Takeoff,300,Flight control sys malf/fail,333,System/Component Failure (Non-Powerplant),Takeoff,2026-04-03 04:05:44.570293+00:00
411,200719,1,4,650470,False,Uncontrolled descent,650,Collision with terr/obj (non-CFIT),470,Other,Uncontrolled Descent,2026-04-03 04:05:44.570293+00:00
412,200719,1,5,700170,False,Post-impact,700,Fire/smoke (post-impact),170,Fire,Post-Impact,2026-04-03 04:05:44.570293+00:00
413,200719,1,7,300240,False,Takeoff,300,Loss of control in flight,240,Loss of Control (Inflight),Takeoff,2026-04-03 04:05:44.570293+00:00
414,200719,1,8,300270,False,Takeoff,300,Abrupt maneuver,270,Abrupt Maneuver,Takeoff,2026-04-03 04:05:44.570293+00:00
415,200710,1,2,450341,True,Maneuvering,450,Loss of engine power (total),341,System/Component Failure (Powerplant),Maneuvering,2026-04-03 04:05:44.570293+00:00
416,200710,1,3,551230,False,Landing-flare/touchdown,551,Loss of control on ground,230,Loss of Control (Ground),Landing,2026-04-03 04:05:44.570293+00:00
417,200712,1,1,452240,True,Maneuvering-low-alt flying,452,Loss of control in flight,240,Loss of Control (Inflight),Maneuvering,2026-04-03 04:05:44.570293+00:00
418,200729,1,1,401901,True,Enroute-climb to cruise,401,Birdstrike,901,Other,Enroute,2026-04-03 04:05:44.570293+00:00
419,200693,1,1,452240,True,Maneuvering-low-alt flying,452,Loss of control in flight,240,Loss of Control (Inflight),Maneuvering,2026-04-03 04:05:44.570293+00:00
420,200696,1,1,301300,False,Takeoff-rejected takeoff,301,Runway excursion,300,Runway Excursion,Takeoff,2026-04-03 04:05:44.570293+00:00
421,200696,1,2,301230,True,Takeoff-rejected takeoff,301,Loss of control on ground,230,Loss of Control (Ground),Takeoff,2026-04-03 04:05:44.570293+00:00
422,200696,1,3,301060,False,Takeoff-rejected takeoff,301,Attempted remediation/recovery,060,,Takeoff,2026-04-03 04:05:44.570293+00:00
423,200704,1,1,400338,True,Enroute,400,Part(s) separation from AC,338,System/Component Failure (Non-Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
424,200689,1,1,451000,True,Maneuvering-aerobatics,451,Unknown or undetermined,000,Other,Maneuvering,2026-04-03 04:05:44.570293+00:00
425,200715,1,1,400341,True,Enroute,400,Loss of engine power (total),341,System/Component Failure (Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
426,200694,1,1,452341,True,Maneuvering-low-alt flying,452,Loss of engine power (total),341,System/Component Failure (Powerplant),Maneuvering,2026-04-03 04:05:44.570293+00:00
427,200711,1,1,300200,True,Takeoff,300,Ground collision,200,Ground Collision,Takeoff,2026-04-03 04:05:44.570293+00:00
428,200687,1,5,452220,True,Maneuvering-low-alt flying,452,Low altitude operation/event,220,Low Altitude,Maneuvering,2026-04-03 04:05:44.570293+00:00
429,200743,1,1,402331,True,Enroute-cruise,402,Pressure/environ sys malf/fail,331,System/Component Failure (Non-Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
430,200684,1,3,452240,True,Maneuvering-low-alt flying,452,Loss of control in flight,240,Loss of Control (Inflight),Maneuvering,2026-04-03 04:05:44.570293+00:00
431,200686,1,1,551470,True,Landing-flare/touchdown,551,Collision with terr/obj (non-CFIT),470,Other,Landing,2026-04-03 04:05:44.570293+00:00
432,200680,1,1,402341,True,Enroute-cruise,402,Loss of engine power (total),341,System/Component Failure (Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
433,200680,1,2,600440,False,Emergency descent,600,Off-field or emergency landing,440,Other,Emergency Descent,2026-04-03 04:05:44.570293+00:00
434,200680,1,3,550470,False,Landing,550,Collision with terr/obj (non-CFIT),470,Other,Landing,2026-04-03 04:05:44.570293+00:00
435,200698,1,2,552096,True,Landing-landing roll,552,Nose over/nose down,096,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
436,200698,1,3,100050,False,Prior to flight,100,Aircraft inspection event,050,Other,Standing,2026-04-03 04:05:44.570293+00:00
437,200751,1,1,452240,True,Maneuvering-low-alt flying,452,Loss of control in flight,240,Loss of Control (Inflight),Maneuvering,2026-04-03 04:05:44.570293+00:00
438,200685,1,1,552300,False,Landing-landing roll,552,Runway excursion,300,Runway Excursion,Landing,2026-04-03 04:05:44.570293+00:00
439,200685,1,2,550090,True,Landing,550,Abnormal runway contact,090,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
440,200683,1,1,400120,True,Enroute,400,Controlled flight into terr/obj (CFIT),120,CFIT,Enroute,2026-04-03 04:05:44.570293+00:00
441,200774,1,1,350342,True,Initial climb,350,Loss of engine power (partial),342,System/Component Failure (Powerplant),Initial Climb,2026-04-03 04:05:44.570293+00:00
442,200951,1,1,550094,False,Landing,550,Landing gear collapse,094,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
443,200951,1,3,550090,True,Landing,550,Abnormal runway contact,090,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
444,200691,1,1,350341,True,Initial climb,350,Loss of engine power (total),341,System/Component Failure (Powerplant),Initial Climb,2026-04-03 04:05:44.570293+00:00
445,200918,1,1,550490,True,Landing,550,Collision during takeoff/land,490,Collision on Takeoff or Landing,Landing,2026-04-03 04:05:44.570293+00:00
446,200918,1,2,700460,False,Post-impact,700,Evacuation,460,Other,Post-Impact,2026-04-03 04:05:44.570293+00:00
447,200918,1,4,550284,False,Landing,550,Wrong surface or wrong airport,284,Navigation Error,Landing,2026-04-03 04:05:44.570293+00:00
448,200918,1,5,550280,False,Landing,550,Navigation error,280,Navigation Error,Landing,2026-04-03 04:05:44.570293+00:00
449,200914,1,1,551310,False,Landing-flare/touchdown,551,Wildlife encounter (non-bird),310,Other,Landing,2026-04-03 04:05:44.570293+00:00
450,200914,1,2,553310,True,Landing-aborted after touchdown,553,Wildlife encounter (non-bird),310,Other,Landing,2026-04-03 04:05:44.570293+00:00
451,200907,1,1,400120,True,Enroute,400,Controlled flight into terr/obj (CFIT),120,CFIT,Enroute,2026-04-03 04:05:44.570293+00:00
452,200928,1,1,452192,True,Maneuvering-low-alt flying,452,Fuel exhaustion,192,Fuel,Maneuvering,2026-04-03 04:05:44.570293+00:00
453,200928,1,3,601470,False,Autorotation,601,Collision with terr/obj (non-CFIT),470,Other,Emergency Descent,2026-04-03 04:05:44.570293+00:00
454,200961,1,1,400120,True,Enroute,400,Controlled flight into terr/obj (CFIT),120,CFIT,Enroute,2026-04-03 04:05:44.570293+00:00
455,200923,1,1,450240,True,Maneuvering,450,Loss of control in flight,240,Loss of Control (Inflight),Maneuvering,2026-04-03 04:05:44.570293+00:00
456,200908,1,2,300300,True,Takeoff,300,Runway excursion,300,Runway Excursion,Takeoff,2026-04-03 04:05:44.570293+00:00
457,200908,1,3,300470,False,Takeoff,300,Collision with terr/obj (non-CFIT),470,Other,Takeoff,2026-04-03 04:05:44.570293+00:00
458,200906,1,1,508250,True,Approach-VFR pattern final,508,Midair collision,250,Midair,Approach,2026-04-03 04:05:44.570293+00:00
459,200906,2,1,508250,True,Approach-VFR pattern final,508,Midair collision,250,Midair,Approach,2026-04-03 04:05:44.570293+00:00
460,200905,1,2,150460,True,Standing,150,Evacuation,460,Other,Standing,2026-04-03 04:05:44.570293+00:00
461,200905,1,3,350150,False,Initial climb,350,Fire/smoke (non-impact),150,Fire,Initial Climb,2026-04-03 04:05:44.570293+00:00
462,200922,1,2,551090,False,Landing-flare/touchdown,551,Abnormal runway contact,090,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
463,200922,1,3,553490,True,Landing-aborted after touchdown,553,Collision during takeoff/land,490,Collision on Takeoff or Landing,Landing,2026-04-03 04:05:44.570293+00:00
464,200940,1,1,251200,True,Taxi-to runway,251,Ground collision,200,Ground Collision,Taxi,2026-04-03 04:05:44.570293+00:00
465,200940,2,1,251200,True,Taxi-to runway,251,Ground collision,200,Ground Collision,Taxi,2026-04-03 04:05:44.570293+00:00
466,201755,1,1,550092,True,Landing,550,Hard landing,092,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
467,200916,1,1,552300,True,Landing-landing roll,552,Runway excursion,300,Runway Excursion,Landing,2026-04-03 04:05:44.570293+00:00
468,200916,1,2,552380,False,Landing-landing roll,552,Landing area overshoot,380,Undershoot/Overshoot,Landing,2026-04-03 04:05:44.570293+00:00
469,201052,1,1,252320,True,Taxi-into takeoff position,252,Runway incursion veh/AC/person,320,Runway Incursion,Taxi,2026-04-03 04:05:44.570293+00:00
470,200960,1,1,550244,True,Landing,550,Settling with power/vortex ring state,244,Loss of Control (Inflight),Landing,2026-04-03 04:05:44.570293+00:00
471,200904,1,2,100193,False,Prior to flight,100,Fuel contamination,193,Fuel,Standing,2026-04-03 04:05:44.570293+00:00
472,200904,1,3,350341,True,Initial climb,350,Loss of engine power (total),341,System/Component Failure (Powerplant),Initial Climb,2026-04-03 04:05:44.570293+00:00
473,200904,1,4,350470,False,Initial climb,350,Collision with terr/obj (non-CFIT),470,Other,Initial Climb,2026-04-03 04:05:44.570293+00:00
474,200899,1,1,400360,True,Enroute,400,Turbulence encounter,360,Turbulence,Enroute,2026-04-03 04:05:44.570293+00:00
475,200903,1,1,506150,True,Approach-VFR pattern downwind,506,Fire/smoke (non-impact),150,Fire,Approach,2026-04-03 04:05:44.570293+00:00
476,200941,1,1,300340,True,Takeoff,300,Powerplant sys/comp malf/fail,340,System/Component Failure (Powerplant),Takeoff,2026-04-03 04:05:44.570293+00:00
477,200924,1,1,400342,True,Enroute,400,Loss of engine power (partial),342,System/Component Failure (Powerplant),Enroute,2026-04-03 04:05:44.570293+00:00
478,200934,1,2,350342,True,Initial climb,350,Loss of engine power (partial),342,System/Component Failure (Powerplant),Initial Climb,2026-04-03 04:05:44.570293+00:00
479,200898,1,1,404260,True,Enroute-descent,404,Near midair/TCAS alert/loss of separation,260,Midair,Enroute,2026-04-03 04:05:44.570293+00:00
480,200929,1,1,250200,True,Taxi,250,Ground collision,200,Ground Collision,Taxi,2026-04-03 04:05:44.570293+00:00
481,200897,1,1,551092,True,Landing-flare/touchdown,551,Hard landing,092,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
482,200897,1,2,551090,False,Landing-flare/touchdown,551,Abnormal runway contact,090,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
483,201721,1,1,990000,True,Unknown,990,Unknown or undetermined,000,Other,Unknown,2026-04-03 04:05:44.570293+00:00
484,200893,1,1,502000,True,Approach-IFR final approach,502,Unknown or undetermined,000,Other,Approach,2026-04-03 04:05:44.570293+00:00
485,200900,1,1,552300,True,Landing-landing roll,552,Runway excursion,300,Runway Excursion,Landing,2026-04-03 04:05:44.570293+00:00
486,200945,1,1,500282,True,Approach,500,Altitude deviation,282,Navigation Error,Approach,2026-04-03 04:05:44.570293+00:00
487,200921,1,1,551230,True,Landing-flare/touchdown,551,Loss of control on ground,230,Loss of Control (Ground),Landing,2026-04-03 04:05:44.570293+00:00
488,201009,1,2,508600,False,Approach-VFR pattern final,508,Simulated/training event,600,Other,Approach,2026-04-03 04:05:44.570293+00:00
489,201009,1,4,601060,False,Autorotation,601,Attempted remediation/recovery,060,,Emergency Descent,2026-04-03 04:05:44.570293+00:00
490,201009,1,5,601092,True,Autorotation,601,Hard landing,092,Abnormal Runway Contact,Emergency Descent,2026-04-03 04:05:44.570293+00:00
491,201009,1,6,700460,False,Post-impact,700,Evacuation,460,Other,Post-Impact,2026-04-03 04:05:44.570293+00:00
492,201009,1,7,601240,False,Autorotation,601,Loss of control in flight,240,Loss of Control (Inflight),Emergency Descent,2026-04-03 04:05:44.570293+00:00
493,200880,1,1,550000,True,Landing,550,Unknown or undetermined,000,Other,Landing,2026-04-03 04:05:44.570293+00:00
494,200917,1,2,350191,True,Initial climb,350,Fuel starvation,191,Fuel,Initial Climb,2026-04-03 04:05:44.570293+00:00
495,200917,1,3,350440,False,Initial climb,350,Off-field or emergency landing,440,Other,Initial Climb,2026-04-03 04:05:44.570293+00:00
496,200912,1,1,550380,True,Landing,550,Landing area overshoot,380,Undershoot/Overshoot,Landing,2026-04-03 04:05:44.570293+00:00
497,200912,1,4,552300,False,Landing-landing roll,552,Runway excursion,300,Runway Excursion,Landing,2026-04-03 04:05:44.570293+00:00
498,200875,1,1,990000,True,Unknown,990,Unknown or undetermined,000,Other,Unknown,2026-04-03 04:05:44.570293+00:00
499,200887,1,1,400191,True,Enroute,400,Fuel starvation,191,Fuel,Enroute,2026-04-03 04:05:44.570293+00:00
500,202342,1,2,552300,False,Landing-landing roll,552,Runway excursion,300,Runway Excursion,Landing,2026-04-03 04:05:44.570293+00:00
501,202342,1,3,552094,True,Landing-landing roll,552,Landing gear collapse,094,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
502,201039,1,1,990320,True,Unknown,990,Runway incursion veh/AC/person,320,Runway Incursion,Unknown,2026-04-03 04:05:44.570293+00:00
503,200864,1,1,506341,True,Approach-VFR pattern downwind,506,Loss of engine power (total),341,System/Component Failure (Powerplant),Approach,2026-04-03 04:05:44.570293+00:00
504,200874,1,1,551090,True,Landing-flare/touchdown,551,Abnormal runway contact,090,Abnormal Runway Contact,Landing,2026-04-03 04:05:44.570293+00:00
505,200885,1,1,400150,True,Enroute,400,Fire/smoke (non-impact),150,Fire,Enroute,2026-04-03 04:05:44.570293+00:00
506,200867,1,1,550490,True,Landing,550,Collision during takeoff/land,490,Collision on Takeoff or Landing,Landing,2026-04-03 04:05:44.570293+00:00
