ingestion_id,source_file,ingested_at,mkey,ntsb_num,event_date,event_type,city,state,country,latitude,longitude,airport_id,airport_name,report_type,report_num,most_recent_report_type,highest_injury,fatal_injury_count,minor_injury_count,serious_injury_count,onboard_injury_count,onground_injury_count,completion_status,has_safety_rec,hazmat_involved,is_study,mode,topic_mode,accident_site_condition,factual_narrative,analysis_narrative,prelim_narrative,vehicles_json,original_published_date,docket_date,report_date,board_meeting_date
210,cases2026-04-01_20-54 copy.json,2026-04-03 04:05:44.515236+00:00,200810,CEN25LA322,2025-08-14T18:14:00Z,ACC,Joliet,IL,USA,41.515013,-88.152084,,,DirectorBrief,,Prelim,None,0,0,0,0,0,In work,,,,Aviation,Aviation,VMC,,,"On August 14, 2025, at 1714 central daylight time, a Piper PA-18-150 airplane, N476SM, was substantially damaged when it was involved in an accident near Joliet, Illinois. The pilot was not injured. The airplane was operated as a Title 14 Code of Federal Regulations Part 91 banner tow flight. &#x0D;
The pilot reported that he fueled the airplane and departed for a planned 3-hour banner tow flight in and around the Joliet area. About two hours into the flight, he heard a “loud bang” from the engine, which resulted in strong vibrations and a gradual loss of engine power. Shortly after, the engine experienced a total loss of power, and the pilot executed a forced landing to a field. During the landing roll, the airplane ground looped and impacted a fence, which resulted in substantial damage to the left elevator. &#x0D;
The responding FAA inspector reported that there was engine oil on the bottom of the fuselage from the engine cowling to the empennage. There was also oil leaking from the engine exhaust pipe. &#x0D;
Postaccident examination of the engine revealed that the No. 2 cylinder exhaust valve failed. Most of the valve stem remained inside the valve guide while the valve head was destroyed inside the cylinder. There were no other engine mechanical malfunctions or anomalies that would have precluded normal operation.","[{'make': 'PIPER', 'model': 'PA-18-150', 'FireType': 'None', 'gaFlight': True, 'cm_events': [{'cm_eventNum': 2, 'cm_tier1Num': '450', 'cm_tier2Num': '341', 'cm_eventCode': '450341', 'cm_tier1Name': 'Maneuvering', 'cm_tier2Name': 'Loss of engine power (total)', 'cm_sequenceNum': 1, 'cicttEventSOEGroup': 'System/Component Failure (Powerplant)', 'cicttPhaseSOEGroup': 'Maneuvering', 'cm_isDefiningEvent': True}, {'cm_eventNum': 4, 'cm_tier1Num': '552', 'cm_tier2Num': '490', 'cm_eventCode': '552490', 'cm_tier1Name': 'Landing-landing roll', 'cm_tier2Name': 'Collision during takeoff/land', 'cm_sequenceNum': 2, 'cicttEventSOEGroup': 'Collision on Takeoff or Landing', 'cicttPhaseSOEGroup': 'Landing', 'cm_isDefiningEvent': False}], 'airMedical': False, 'DamageLevel': 'Substantial', 'cm_injuries': [{'cm_crew_None': 1, 'cm_crew_Fatal': 0, 'cm_crew_Minor': 0, 'cm_crew_Serious': 0, 'cm_passengers_None': 0, 'cm_passengers_Fatal': 0, 'cm_passengers_Minor': 0, 'cm_passengers_Serious': 0, 'cm_hasonBoardInjuryMatrix': True}], 'SerialNumber': '18-7509080', 'amateurBuilt': False, 'operatorName': 'DRAKE AERIAL ENTERPRISES LLC', 'ExplosionType': 'None', 'cm_vehicleNum': 1, 'airMedicalType': None, 'numberOfEngines': 1, 'registeredOwner': 'TAIL SLIDE AVIATION LLC', 'aircraftCategory': 'AIR', 'flightServiceType': None, 'flightTerminalType': None, 'registrationNumber': 'N476SM', 'revenueSightseeing': False, 'secondPilotPresent': False, 'flightOperationType': 'BANT', 'flightScheduledType': None, 'regulationFlightConductedUnder': '091'}]",,,,
211,cases2026-04-01_20-54 copy.json,2026-04-03 04:05:44.515236+00:00,200817,DCA25WA299,2025-08-14T14:40:00Z,INC,Bickenhill,,UK,52.453889,-1.748056,BHX,Birmingham Airport,None,,Final,,0,0,0,0,0,N/A,,,,Aviation,Aviation,,,,,"[{'make': 'BOEING', 'model': '737', 'FireType': 'None', 'gaFlight': False, 'cm_events': [{'cm_eventNum': 1, 'cm_tier1Num': '550', 'cm_tier2Num': '320', 'cm_eventCode': '550320', 'cm_tier1Name': 'Landing', 'cm_tier2Name': 'Runway incursion veh/AC/person', 'cm_sequenceNum': 1, 'cicttEventSOEGroup': 'Runway Incursion', 'cicttPhaseSOEGroup': 'Landing', 'cm_isDefiningEvent': True}], 'airMedical': None, 'DamageLevel': 'None', 'SerialNumber': '37260', 'amateurBuilt': False, 'operatorName': 'TUI Airways', 'ExplosionType': 'None', 'cm_vehicleNum': 1, 'airMedicalType': None, 'numberOfEngines': None, 'registeredOwner': None, 'aircraftCategory': 'AIR', 'flightServiceType': 'PAX', 'flightTerminalType': 'INT', 'registrationNumber': 'G-TUKR', 'revenueSightseeing': None, 'secondPilotPresent': True, 'flightOperationType': None, 'flightScheduledType': 'SCHD', 'regulationFlightConductedUnder': '129'}]",2025-09-08T04:00:00Z,,,
212,cases2026-04-01_20-54 copy.json,2026-04-03 04:05:44.515236+00:00,200786,CEN25FA320,2025-08-14T10:34:00Z,ACC,Walters,OK,USA,34.495833,-98.238611,,,DirectorBrief,,Prelim,Fatal,1,0,0,1,0,In work,,,,Aviation,Aviation,VMC,,,"On August 14, 2025, about 0934 central daylight time, a Cessna 172L, N2860Q, was destroyed when it was involved in an accident near Walters, Oklahoma. The pilot sustained fatal injuries. The airplane was operated under Title 14 Code of Federal Regulations as a Part 91 personal flight.&#x0D;
The pilot, who was an independent flight instructor at Lawton-Fort Sill Regional Airport, Lawton (LAW), Oklahoma, was allowed to use the airplane for pilot proficiency purposes by the airport authority. Airport personnel did not know of the pilot’s schedule for any flight training activity on the day of the accident since the pilot would solely maintain that schedule. An airframe and powerplant mechanic at LAW stated the pilot did not report any mechanical discrepancies with the airplane before the accident flight. &#x0D;
Radar data showed the airplane departed from runway 17 at LAW, about 0833, and proceeded eastbound for about 10 miles before beginning a series of turns with relatively constant altitude and no large altitude deviations. During the last minute of radar data, the airplane made a right turn and proceeded northbound, decreasing in altitude and gaining airspeed until the radar data track stopped. &#x0D;
The accident site and impact features of the airplane exhibited an airplane nose-down, high-speed, impact with terrain. The airspeed indicator, which was separated from the main wreckage, indicated about 155 kts. Accident site ground scarring contained a hole several inches deep within the ground consistent with the airplane nose that was surrounded by ground scars of the main landing gear wheels and both wings. The wings, fuselage, empennage, and control surfaces were all contained within the main wreckage. Both wings were crushed inward to their respective main wing spars and their wing flaps were in the retracted position. The airplane pitch trim was about in the neutral position. The propeller was separated from the engine and displayed rotational features of chordwise scratching and twisting.","[{'make': 'CESSNA', 'model': '172L', 'FireType': 'None', 'gaFlight': True, 'cm_events': [{'cm_eventNum': 1, 'cm_tier1Num': '404', 'cm_tier2Num': '000', 'cm_eventCode': '404000', 'cm_tier1Name': 'Enroute-descent', 'cm_tier2Name': 'Unknown or undetermined', 'cm_sequenceNum': 1, 'cicttEventSOEGroup': 'Other', 'cicttPhaseSOEGroup': 'Enroute', 'cm_isDefiningEvent': True}], 'airMedical': False, 'DamageLevel': 'Destroyed', 'cm_injuries': [{'cm_crew_None': 0, 'cm_crew_Fatal': 1, 'cm_crew_Minor': 0, 'cm_crew_Serious': 0, 'cm_cabincrew_None': 0, 'cm_cabincrew_Fatal': 0, 'cm_cabincrew_Minor': 0, 'cm_passengers_None': 0, 'cm_passengers_Fatal': 0, 'cm_passengers_Minor': 0, 'cm_cabincrew_Serious': 0, 'cm_passengers_Serious': 0, 'cm_hasonBoardInjuryMatrix': True}], 'SerialNumber': '17259860', 'amateurBuilt': False, 'operatorName': 'Pilot', 'ExplosionType': 'None', 'cm_vehicleNum': 1, 'airMedicalType': None, 'numberOfEngines': 1, 'registeredOwner': 'LAWTON METROPOLITAN AREA AIRPORT AUTHORITY', 'aircraftCategory': 'AIR', 'flightServiceType': None, 'flightTerminalType': None, 'registrationNumber': 'N2860Q', 'revenueSightseeing': False, 'secondPilotPresent': False, 'flightOperationType': 'PERS', 'flightScheduledType': None, 'regulationFlightConductedUnder': '091'}]",,,,
247,cases2026-04-01_20-54 copy.json,2026-04-03 04:05:44.515236+00:00,200951,ERA25LA334,2025-08-08T19:30:00Z,ACC,Pottstown,PA,USA,40.26024,-75.6716,PTW,HERITAGE FLD,DirectorBrief,,Final,None,0,0,0,0,0,Completed,,,,Aviation,Aviation,VMC,,"The private pilot reported that the airplane was flown at a relatively high speed during final approach with flaps set to 10 degrees. Upon touchdown, the airplane bounced and porpoised, resulting in a nose landing gear collapse. The airplane’s engine mounts were substantially damaged during the accident sequence. The pilot reported that there were no pre-accident mechanical malfunctions or failures that would have precluded normal operation.",,"[{'make': 'CESSNA', 'model': '152', 'FireType': 'None', 'gaFlight': True, 'cm_events': [{'cm_eventNum': 1, 'cm_tier1Num': '550', 'cm_tier2Num': '094', 'cm_eventCode': '550094', 'cm_tier1Name': 'Landing', 'cm_tier2Name': 'Landing gear collapse', 'cm_sequenceNum': 2, 'cicttEventSOEGroup': 'Abnormal Runway Contact', 'cicttPhaseSOEGroup': 'Landing', 'cm_isDefiningEvent': False}, {'cm_eventNum': 3, 'cm_tier1Num': '550', 'cm_tier2Num': '090', 'cm_eventCode': '550090', 'cm_tier1Name': 'Landing', 'cm_tier2Name': 'Abnormal runway contact', 'cm_sequenceNum': 1, 'cicttEventSOEGroup': 'Abnormal Runway Contact', 'cicttPhaseSOEGroup': 'Landing', 'cm_isDefiningEvent': True}], 'airMedical': False, 'cm_engines': [{'engineType': 'REC', 'cm_engineNum': 1}], 'DamageLevel': 'Substantial', 'cm_findings': [{'cm_inPc': True, 'cm_findingNum': 1, 'cm_findingCode': '0206304044', 'cm_findingText': 'Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot', 'cm_findingReportText': 'Personnel issues Aircraft control - Pilot'}, {'cm_inPc': True, 'cm_findingNum': 2, 'cm_findingCode': '0106204120', 'cm_findingText': 'Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained', 'cm_findingReportText': 'Aircraft Landing flare - Not attained/maintained'}], 'cm_injuries': [{'cm_crew_None': 1, 'cm_crew_Fatal': 0, 'cm_crew_Minor': 0, 'cm_crew_Serious': 0, 'cm_cabincrew_None': 0, 'cm_cabincrew_Fatal': 0, 'cm_cabincrew_Minor': 0, 'cm_passengers_None': 0, 'cm_lapchildren_None': 0, 'cm_passengers_Fatal': 0, 'cm_passengers_Minor': 0, 'cm_cabincrew_Serious': 0, 'cm_lapchildren_Fatal': 0, 'cm_lapchildren_Minor': 0, 'cm_passengers_Serious': 0, 'cm_lapchildren_Serious': 0, 'cm_hasonBoardInjuryMatrix': True}], 'SerialNumber': '15282548', 'amateurBuilt': False, 'operatorName': None, 'ExplosionType': 'None', 'cm_vehicleNum': 1, 'airMedicalType': None, 'numberOfEngines': 1, 'registeredOwner': None, 'aircraftCategory': 'AIR', 'flightServiceType': None, 'flightTerminalType': None, 'registrationNumber': 'N69200', 'revenueSightseeing': False, 'secondPilotPresent': False, 'flightOperationType': 'PERS', 'flightScheduledType': None, 'regulationFlightConductedUnder': '091'}]",2025-12-04T05:00:00Z,,2025-12-04T05:00:00Z,
216,cases2026-04-01_20-54 copy.json,2026-04-03 04:05:44.515236+00:00,200806,DCA25WA298,2025-08-13T22:00:00Z,INC,Comboyne,,AS,-31.634247,152.431625,,,None,,Prelim,None,0,0,0,0,0,N/A,,,,Aviation,Aviation,,,,,"[{'make': 'BOEING', 'model': '737', 'FireType': 'None', 'gaFlight': False, 'cm_events': [{'cm_eventNum': 1, 'cm_tier1Num': '402', 'cm_tier2Num': '331', 'cm_eventCode': '402331', 'cm_tier1Name': 'Enroute-cruise', 'cm_tier2Name': 'Pressure/environ sys malf/fail', 'cm_sequenceNum': 1, 'cicttEventSOEGroup': 'System/Component Failure (Non-Powerplant)', 'cicttPhaseSOEGroup': 'Enroute', 'cm_isDefiningEvent': True}], 'airMedical': None, 'DamageLevel': 'None', 'cm_injuries': [{'cm_crew_None': 2, 'cm_crew_Fatal': 0, 'cm_crew_Minor': 0, 'cm_crew_Serious': 0, 'cm_cabincrew_None': 3, 'cm_cabincrew_Fatal': 0, 'cm_cabincrew_Minor': 0, 'cm_passengers_None': 146, 'cm_passengers_Fatal': 0, 'cm_passengers_Minor': 0, 'cm_cabincrew_Serious': 0, 'cm_passengers_Serious': 0, 'cm_hasonBoardInjuryMatrix': True}], 'SerialNumber': '44219', 'amateurBuilt': False, 'operatorName': None, 'ExplosionType': 'None', 'cm_vehicleNum': 1, 'airMedicalType': None, 'numberOfEngines': None, 'registeredOwner': None, 'aircraftCategory': 'AIR', 'flightServiceType': None, 'flightTerminalType': None, 'registrationNumber': 'VH-IJU', 'revenueSightseeing': None, 'secondPilotPresent': None, 'flightOperationType': None, 'flightScheduledType': None, 'regulationFlightConductedUnder': '129'}]",2025-08-28T04:00:00Z,,,
217,cases2026-04-01_20-54 copy.json,2026-04-03 04:05:44.515236+00:00,200779,CEN25LA317,2025-08-13T19:35:00Z,ACC,Zapata,TX,USA,27.044,-99.226,,,DirectorBrief,,Prelim,None,0,0,0,0,0,In work,,,,Aviation,Aviation,VMC,,,"On August 13, 2025, about 1835 central daylight time, a Cessna P210N airplane, N92MS, was substantially damaged when it was involved in an accident near Zapata, Texas. The pilot and passenger were not injured. The airplane was operated as a Title 14 Code of Federal Regulations Part 91 as a personal flight.&#x0D;
The pilot reported that the flight was normal until he turned the airplane to return back to the McAllen International Airport, McAllen, Texas. During the return, he felt a severe vibration from the engine and noticed a partial loss of engine power. The engine instruments displayed 0 inches of manifold pressure, high oil temperature, low oil pressure, and high temperatures on the No. 4 and 5 cylinders. While diverting to the Zapata County Airport, Zapata, Texas, the engine lost total power, and the pilot was unable to glide the airplane to the runway. He then performed an off-field landing on a dirt road. During the landing roll on the dirt road, the airplane’s left wing collided with a tree, turning the airplane to the left into a tree line. Both wings sustained substantial damage.&#x0D;
The airplane was retained for further investigation.","[{'make': 'CESSNA', 'model': 'P210', 'FireType': 'None', 'gaFlight': True, 'cm_events': [{'cm_eventNum': 1, 'cm_tier1Num': '402', 'cm_tier2Num': '341', 'cm_eventCode': '402341', 'cm_tier1Name': 'Enroute-cruise', 'cm_tier2Name': 'Loss of engine power (total)', 'cm_sequenceNum': 1, 'cicttEventSOEGroup': 'System/Component Failure (Powerplant)', 'cicttPhaseSOEGroup': 'Enroute', 'cm_isDefiningEvent': True}], 'airMedical': False, 'DamageLevel': 'Substantial', 'cm_injuries': [{'cm_crew_None': 1, 'cm_crew_Fatal': 0, 'cm_crew_Minor': 0, 'cm_crew_Serious': 0, 'cm_passengers_None': 1, 'cm_passengers_Fatal': 0, 'cm_passengers_Minor': 0, 'cm_passengers_Serious': 0, 'cm_hasonBoardInjuryMatrix': True}], 'SerialNumber': 'P21000689', 'amateurBuilt': False, 'operatorName': 'CIL N92MS LLC', 'ExplosionType': 'None', 'cm_vehicleNum': 1, 'airMedicalType': None, 'numberOfEngines': 1, 'registeredOwner': 'CIL N92MS LLC', 'aircraftCategory': 'AIR', 'flightServiceType': None, 'flightTerminalType': None, 'registrationNumber': 'N92MS', 'revenueSightseeing': False, 'secondPilotPresent': False, 'flightOperationType': 'PERS', 'flightScheduledType': None, 'regulationFlightConductedUnder': '091'}]",,,,
218,cases2026-04-01_20-54 copy.json,2026-04-03 04:05:44.515236+00:00,200813,CEN25LA324,2025-08-13T14:00:00Z,ACC,Cleburne,TX,USA,32.35375,-97.43375,CPT,Cleburne Regional Airport,DirectorBrief,,Final,None,0,0,0,0,0,Completed,,,,Aviation,Aviation,VMC,,"The student pilot stated for the preparation for his initial solo flight, he successfully completed three takeoffs and landings with his flight instructor at the airport that was planned to be used for the solo flight. During the solo flight, the student pilot completed two full stop landings without any issues prior to attempting a third takeoff and landing. The student pilot stated that during the third attempt, the airplane crossed the runway threshold about 82 to 84 kts with full wing flaps. When the airplane crossed over the runway numbers, he reduced the engine power to idle, and the airplane entered a normal float but began to drift left. He tried to arrest the drift with rudder application, but he could not maintain the runway centerline. The student pilot added engine power to execute a go-around but could not stop the airplane’s left drift. The airplane impacted the ground in a left wing and nose down attitude, which resulted in substantial damage to the left wing, the engine firewall, and the rudder. The student pilot stated there was no mechanical malfunction/failure of the airplane that would have precluded normal airplane operation.",,"[{'make': 'CIRRUS DESIGN CORP', 'model': 'SR22', 'FireType': 'None', 'gaFlight': True, 'cm_events': [{'cm_eventNum': 1, 'cm_tier1Num': '509', 'cm_tier2Num': '240', 'cm_eventCode': '509240', 'cm_tier1Name': 'Approach-VFR go-around', 'cm_tier2Name': 'Loss of control in flight', 'cm_sequenceNum': 1, 'cicttEventSOEGroup': 'Loss of Control (Inflight)', 'cicttPhaseSOEGroup': 'Approach', 'cm_isDefiningEvent': True}], 'airMedical': False, 'cm_engines': [{'engineType': 'REC', 'cm_engineNum': 1}], 'DamageLevel': 'Substantial', 'cm_findings': [{'cm_inPc': True, 'cm_findingNum': 2, 'cm_findingCode': '0206304046', 'cm_findingText': 'Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot', 'cm_findingReportText': 'Personnel issues Aircraft control - Student/instructed pilot'}, {'cm_inPc': True, 'cm_findingNum': 3, 'cm_findingCode': '0106202020', 'cm_findingText': 'Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained', 'cm_findingReportText': 'Aircraft Directional control - Not attained/maintained'}], 'cm_injuries': [{'cm_crew_None': 1, 'cm_crew_Fatal': 0, 'cm_crew_Minor': 0, 'cm_crew_Serious': 0, 'cm_passengers_None': 0, 'cm_passengers_Fatal': 0, 'cm_passengers_Minor': 0, 'cm_passengers_Serious': 0, 'cm_hasonBoardInjuryMatrix': True}], 'SerialNumber': '1733', 'amateurBuilt': False, 'operatorName': None, 'ExplosionType': 'None', 'cm_vehicleNum': 1, 'airMedicalType': None, 'numberOfEngines': 1, 'registeredOwner': 'CHARLIE DELTA AVIATION LLC', 'aircraftCategory': 'AIR', 'flightServiceType': None, 'flightTerminalType': None, 'registrationNumber': 'N654CD', 'revenueSightseeing': False, 'secondPilotPresent': False, 'flightOperationType': 'INST', 'flightScheduledType': None, 'regulationFlightConductedUnder': '091'}]",2025-09-26T04:00:00Z,,2025-09-26T04:00:00Z,
219,cases2026-04-01_20-54 copy.json,2026-04-03 04:05:44.515236+00:00,200809,GAA25WA241,2025-08-13T13:10:00Z,ACC,Innsbruck,,AU,47.259722,11.340556,LOWI,Innsbruck Airport,None,,Final,None,0,0,0,0,0,N/A,,,,Aviation,Aviation,,,,,"[{'make': 'MOONEY', 'model': 'M20M', 'FireType': 'None', 'gaFlight': True, 'cm_events': [{'cm_eventNum': 1, 'cm_tier1Num': '550', 'cm_tier2Num': '095', 'cm_eventCode': '550095', 'cm_tier1Name': 'Landing', 'cm_tier2Name': 'Landing gear not configured', 'cm_sequenceNum': 1, 'cicttEventSOEGroup': 'Abnormal Runway Contact', 'cicttPhaseSOEGroup': 'Landing', 'cm_isDefiningEvent': True}], 'airMedical': False, 'cm_engines': [{'engineType': 'REC', 'cm_engineNum': 1}], 'DamageLevel': 'Substantial', 'cm_findings': [{'cm_inPc': True, 'cm_findingNum': 1, 'cm_findingCode': '0206301544', 'cm_findingText': 'Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot', 'cm_findingReportText': 'Personnel issues Use of equip/system - Pilot'}], 'cm_injuries': [{'cm_crew_None': 1, 'cm_crew_Fatal': 0, 'cm_crew_Minor': 0, 'cm_crew_Serious': 0, 'cm_passengers_None': 0, 'cm_passengers_Fatal': 0, 'cm_passengers_Minor': 0, 'cm_passengers_Serious': 0, 'cm_hasonBoardInjuryMatrix': True}], 'SerialNumber': '27-0279', 'amateurBuilt': False, 'operatorName': 'Private Individual', 'ExplosionType': 'None', 'cm_vehicleNum': 1, 'airMedicalType': None, 'numberOfEngines': 1, 'registeredOwner': 'EUROAVIATION INC TRUSTEE', 'aircraftCategory': 'AIR', 'flightServiceType': None, 'flightTerminalType': None, 'registrationNumber': 'N42FA', 'revenueSightseeing': False, 'secondPilotPresent': False, 'flightOperationType': 'PERS', 'flightScheduledType': None, 'regulationFlightConductedUnder': 'NUSN'}]",2025-09-25T04:00:00Z,,,
220,cases2026-04-01_20-54 copy.json,2026-04-03 04:05:44.515236+00:00,200827,CEN25LA328,2025-08-13T11:40:00Z,ACC,Parker,CO,USA,39.527563,-104.65653,1CO8,Everitt,DirectorBrief,,Final,Minor,0,1,0,1,0,Completed,,,,Aviation,Aviation,VMC,,"The pilot reported that the flight and approach for landing were uneventful. He executed a wheel landing in the tailwheel equipped airplane without any difficulties. However, during touchdown, he heard a “thunk” which, in hindsight, was the right landing gear wheel assembly separating from the strut. The airplane continued about 35 feet until the right landing gear strut contacted the ground and the airplane veered to the right and nosed over. The airframe sustained damage to the left wing, vertical stabilizer, and rudder.&#x0D;
A post-accident examination of the airplane confirmed that the right wheel assembly had separated from the landing gear strut. The four attachment bolts were retained by the wheel assembly and were bent. The corresponding nuts were not recovered. Damage to the landing gear strut was consistent with contact to the ground following separation of the wheel assembly. No evidence of a failure of the landing gear strut was observed. Similarly, there was no indication that the attachment hardware failed to perform as intended.&#x0D;
It is possible that the bolt torque was insufficient on installation or that the bolts loosened for another reason during operation. Once compromised, the nuts ultimately came off the bolts which allowed the wheel assembly to separate from the strut.",,"[{'make': 'Vans Aircraft', 'model': 'RV14', 'FireType': 'None', 'gaFlight': True, 'cm_events': [{'cm_eventNum': 2, 'cm_tier1Num': '552', 'cm_tier2Num': '338', 'cm_eventCode': '552338', 'cm_tier1Name': 'Landing-landing roll', 'cm_tier2Name': 'Part(s) separation from AC', 'cm_sequenceNum': 1, 'cicttEventSOEGroup': 'System/Component Failure (Non-Powerplant)', 'cicttPhaseSOEGroup': 'Landing', 'cm_isDefiningEvent': True}, {'cm_eventNum': 3, 'cm_tier1Num': '552', 'cm_tier2Num': '230', 'cm_eventCode': '552230', 'cm_tier1Name': 'Landing-landing roll', 'cm_tier2Name': 'Loss of control on ground', 'cm_sequenceNum': 2, 'cicttEventSOEGroup': 'Loss of Control (Ground)', 'cicttPhaseSOEGroup': 'Landing', 'cm_isDefiningEvent': False}, {'cm_eventNum': 4, 'cm_tier1Num': '552', 'cm_tier2Num': '096', 'cm_eventCode': '552096', 'cm_tier1Name': 'Landing-landing roll', 'cm_tier2Name': 'Nose over/nose down', 'cm_sequenceNum': 3, 'cicttEventSOEGroup': 'Abnormal Runway Contact', 'cicttPhaseSOEGroup': 'Landing', 'cm_isDefiningEvent': False}], 'airMedical': False, 'cm_engines': [{'engineType': 'REC', 'cm_engineNum': 1}], 'DamageLevel': 'Substantial', 'cm_findings': [{'cm_inPc': True, 'cm_findingNum': 1, 'cm_findingCode': '0102321100', 'cm_findingText': 'Aircraft - Aircraft systems - Landing gear system - Main landing gear attach sec - Unknown/Not determined', 'cm_findingReportText': 'Aircraft Main landing gear attach sec - Unknown/Not determined'}, {'cm_inPc': True, 'cm_findingNum': 2, 'cm_findingCode': '0500000000', 'cm_findingText': 'Not determined - Not determined - (general) - (general) - Unknown/Not determined', 'cm_findingReportText': 'Not determined (general) - Unknown/Not determined'}], 'cm_injuries': [{'cm_crew_None': 0, 'cm_crew_Fatal': 0, 'cm_crew_Minor': 1, 'cm_crew_Serious': 0, 'cm_cabincrew_None': 0, 'cm_cabincrew_Fatal': 0, 'cm_cabincrew_Minor': 0, 'cm_passengers_None': 0, 'cm_passengers_Fatal': 0, 'cm_passengers_Minor': 0, 'cm_cabincrew_Serious': 0, 'cm_passengers_Serious': 0, 'cm_hasonBoardInjuryMatrix': True}], 'SerialNumber': '141081', 'amateurBuilt': False, 'operatorName': None, 'ExplosionType': 'None', 'cm_vehicleNum': 1, 'airMedicalType': None, 'numberOfEngines': 1, 'registeredOwner': None, 'aircraftCategory': 'AIR', 'flightServiceType': None, 'flightTerminalType': None, 'registrationNumber': 'N29JM', 'revenueSightseeing': False, 'secondPilotPresent': False, 'flightOperationType': 'PERS', 'flightScheduledType': None, 'regulationFlightConductedUnder': '091'}]",2026-03-19T04:00:00Z,,2026-03-19T04:00:00Z,
221,cases2026-04-01_20-54 copy.json,2026-04-03 04:05:44.515236+00:00,200795,DCA25WA294,2025-08-13T10:30:00Z,INC,Madrid,,SP,40.485118,-3.564864,,,None,,Prelim,,0,0,0,0,0,N/A,,,,Aviation,Aviation,,,,,"[{'make': 'BOEING', 'model': '737', 'FireType': 'None', 'gaFlight': False, 'cm_events': [{'cm_eventNum': 1, 'cm_tier1Num': '401', 'cm_tier2Num': '901', 'cm_eventCode': '401901', 'cm_tier1Name': 'Enroute-climb to cruise', 'cm_tier2Name': 'Birdstrike', 'cm_sequenceNum': 1, 'cicttEventSOEGroup': 'Other', 'cicttPhaseSOEGroup': 'Enroute', 'cm_isDefiningEvent': True}], 'airMedical': False, 'DamageLevel': 'Minor', 'SerialNumber': None, 'amateurBuilt': False, 'operatorName': None, 'ExplosionType': 'None', 'cm_vehicleNum': 1, 'airMedicalType': None, 'numberOfEngines': 2, 'registeredOwner': None, 'aircraftCategory': 'AIR', 'flightServiceType': None, 'flightTerminalType': None, 'registrationNumber': '9H-VVL', 'revenueSightseeing': False, 'secondPilotPresent': None, 'flightOperationType': None, 'flightScheduledType': None, 'regulationFlightConductedUnder': 'NUSC'}]",2025-10-08T04:00:00Z,,,
222,cases2026-04-01_20-54 copy.json,2026-04-03 04:05:44.515236+00:00,200805,DCA25WA297,2025-08-13T04:00:00Z,INC,Taipei,,TW,,,TPE,Taiwan Taoyuan International Airport,None,,Final,None,0,0,0,0,0,N/A,,,,Aviation,Aviation,,,,,"[{'make': 'BOEING', 'model': '747-8F', 'FireType': 'None', 'gaFlight': False, 'cm_events': [{'cm_eventNum': 1, 'cm_tier1Num': '551', 'cm_tier2Num': '090', 'cm_eventCode': '551090', 'cm_tier1Name': 'Landing-flare/touchdown', 'cm_tier2Name': 'Abnormal runway contact', 'cm_sequenceNum': 1, 'cicttEventSOEGroup': 'Abnormal Runway Contact', 'cicttPhaseSOEGroup': 'Landing', 'cm_isDefiningEvent': True}], 'airMedical': None, 'cm_engines': [{'engineType': 'TF', 'cm_engineNum': 1}, {'engineType': 'TF', 'cm_engineNum': 2}, {'engineType': 'TF', 'cm_engineNum': 3}, {'engineType': 'TF', 'cm_engineNum': 4}], 'DamageLevel': 'Minor', 'cm_injuries': [{'cm_crew_None': 3, 'cm_crew_Fatal': 0, 'cm_crew_Minor': 0, 'cm_crew_Serious': 0, 'cm_hasonBoardInjuryMatrix': True}], 'SerialNumber': '64259', 'amateurBuilt': False, 'operatorName': 'UPS', 'ExplosionType': 'None', 'cm_vehicleNum': 1, 'airMedicalType': None, 'numberOfEngines': 4, 'registeredOwner': 'C C & E I LLC', 'aircraftCategory': 'AIR', 'flightServiceType': None, 'flightTerminalType': None, 'registrationNumber': 'N613UP', 'revenueSightseeing': None, 'secondPilotPresent': None, 'flightOperationType': None, 'flightScheduledType': None, 'regulationFlightConductedUnder': '121'}]",2025-08-28T04:00:00Z,,,
