ingestion_id,source_file,ingested_at,ntsb_no,event_type,mkey,event_id,report_no,report_status,report_type,most_recent_report_type,rep_gen_flag,event_date,city,state,country,latitude,longitude,airport_id,airport_name,n_number,serial_number,make,model,aircraft_category,amateur_built,number_of_engines,engine_type,far_part,scheduled,purpose_of_flight,operator,aircraft_damage,highest_injury_level,fatal_injury_count,serious_injury_count,minor_injury_count,onboard_injury_count,onground_injury_count,weather_condition,probable_cause,findings,original_published_date,docket_original_published_date,has_safety_rec,mode,docket_url,report_url
11,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,WPR25LA143,ACC,200077,,,Completed,DirectorBrief,Final,,2025-04-28T14:15:00Z,Lakeview,Oregon,United States,42.161110999999998,,LKV,LAKE COUNTY,N4505R,28-21205,PIPER,PA-28-140,AIR,false,1,REC,091,,PERS,,Substantial,Serious,0,2,0,2,,VMC,The pilot’s failure to maintain directional control during the landing roll.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",2025-07-03T04:00:00Z,2025-07-03T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200077,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200077/pdf
12,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,GAA25WA155,ACC,200136,,,N/A,,Prelim,,2025-04-28T10:45:00Z,Allen,Other Foreign,Argentina,-38.958333000000003,,,Aerodromo de Allen,LV-HTM,,CESSNA,182,AIR,false,1,,NUSN,,PERS,,Substantial,Fatal,1,0,2,2,1,,,,,,false,Aviation,,None
13,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,WPR25LA144,ACC,200078,,,In work,,Prelim,,2025-04-26T13:15:00Z,Ontario,Oregon,United States,44.020181000000001,,ONO,,N8657R,193,SCHWEIZER,SGS 1-26B,GLI,false,0,,091,,PERS,HAGER BILL E,Substantial,None,0,0,0,0,,,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200078/pdf
14,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,ERA25FA187,ACC,200069,,,In work,,Prelim,,2025-04-26T12:47:00Z,Sparta,Tennessee,United States,36.028064000000001,,SRB,UPPER CUMBERLAND RGNL,N242RE,31-0020,MOONEY,M20TN,AIR,false,1,,091,,PERS,,Substantial,Fatal,3,0,0,3,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200069/pdf
15,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,ERA25LA189,ACC,200074,,,Completed,DirectorBrief,Final,,2025-04-26T11:30:00Z,Weyers Cave,Virginia,United States,38.263832999999998,,SHD,SHENANDOAH VALLEY RGNL,N9117L,303-71,CHAMPION,7GCBC,AIR,false,1,REC,091,,INST,,Substantial,None,0,0,0,0,0,VMC,A total loss of engine power on approach due to carburetor ice.,"Aircraft - Aircraft power plant - Engine fuel and control - Fuel control/carburetor - Not specified, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to carburetor icing - Effect on equipment",2026-03-18T04:00:00Z,2026-03-18T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200074,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200074/pdf
16,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,ENG25LA053,INC,200090,,,In work,,Prelim,,2025-04-25T19:14:00Z,Honolulu,Hawaii,United States,21.317824999999999,,,,N347AZ,26264,BOEING,767,AIR,false,2,,121,NSCH,,Air Transport International,None,None,0,0,0,0,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200090/pdf
17,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,ANC25LA036,ACC,200094,,,Completed,DirectorBrief,Final,,2025-04-25T04:00:00Z,North Pole,Alaska,United States,64.710847000000001,,,,N9308K,2308,STINSON,108,AIR,false,1,REC,091,,PERS,,Substantial,Minor,0,0,1,1,,VMC,The pilot's failure to maintain obstacle clearance which resulted in an in-flight collision with a tree. Contributing to the accident was his impairment from the effects of alcohol consumption.,"Personnel issues - Physical - Impairment/incapacitation - Alcohol - Pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Effect on equipment",2025-08-11T04:00:00Z,2025-08-11T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200094,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200094/pdf
18,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,CEN25LA163,ACC,200063,,,Completed,DirectorBrief,Final,,2025-04-24T21:51:00Z,Hartford,Illinois,United States,38.837712000000003,,,,N880SL,7130,MESSERSCHMITT-BOLKOW-BLOHM,BK 117,HELI,false,2,TS,135,NSCH,OWRK,AIR METHODS LLC,Substantial,Serious,0,3,0,3,0,VMC,"The pilot’s failure to maintain directional control during the initial climb at night from a confined area landing zone, that resulted in an impact with a tree, a loss of control, and a subsequent impact with terrain.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Pilot, Personnel issues - Action/decision - Action - Incorrect action sequence - Pilot",2025-06-20T04:00:00Z,2025-06-20T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200063,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200063/pdf
19,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,WPR25LA157,ACC,200175,,,Completed,DirectorBrief,Final,,2025-04-24T18:40:00Z,Fullerton,California,United States,33.872014,,FUL,FULLERTON MUNI,N415DG,0553,CIRRUS DESIGN CORP,SR22T,AIR,false,1,REC,091,,PERS,TRUONGTON AVIATION LLC,Substantial,None,0,0,0,0,,VMC,"The pilot’s failure to attain a proper touchdown point, which resulted in a runway overrun and collision with terrain.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Terrain - Sloped/uneven terrain - Effect on equipment, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained",2025-08-11T04:00:00Z,2025-08-11T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200175,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200175/pdf
20,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,ERA25FA185,ACC,200061,,,In work,,Prelim,,2025-04-24T12:35:00Z,Hampton,Virginia,United States,37.078798999999997,,LFI,LANGLEY AFB,N530RH,MXS-001,MX AIRCRAFT TECH PTY LTD,MXS,AIR,false,1,,091,,PERS,,Substantial,Fatal,1,0,0,1,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200061/pdf
21,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,ERA25LA188,ACC,200073,,,In work,,Prelim,,2025-04-23T18:03:00Z,Louisburg,North Carolina,United States,36.015591999999998,,LHZ,TRIANGLE NORTH EXEC,N6386V,172RG0649,CESSNA,172RG,AIR,false,1,,091,,PERS,,Substantial,None,0,0,0,0,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200073/pdf
22,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,ERA25LA186,ACC,200067,,,Completed,DirectorBrief,Final,,2025-04-23T17:21:00Z,Lakin,West Virginia,United States,38.960000000000001,,,,N591R,TE-248,BEECH,95-C55,AIR,false,2,REC,091,,PERS,,Substantial,Serious,0,1,0,1,0,VMC,"The pilot’s inadequate preflight inspection, and inadequate inflight fuel management, which resulted in a total loss of engine power due to fuel starvation and subsequent forced landing.","Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Personnel issues - Task performance - Inspection - Preflight inspection - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management",2025-09-16T04:00:00Z,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200067/pdf
23,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,ERA25LA184,ACC,200058,,,Completed,DirectorBrief,Final,,2025-04-23T11:00:00Z,Zolfo Springs,Florida,United States,27.455556000000001,,67FL,BALD EAGLE AIRFIELD- MYAKKA HEAD,N28311,AA5B0555,GRUMMAN AMERICAN AVN. CORP.,AA-5B,AIR,false,1,REC,091,,INST,,Destroyed,None,0,0,0,0,0,VMC,The pilot’s failure to maintain control of the airplane during the takeoff. Contributing was the flight instructor’s lack of remedial action.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Action - Lack of action - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",2026-03-19T04:00:00Z,2026-03-19T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200058,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200058/pdf
24,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,GAA25WA144,ACC,200060,,,N/A,,Final,,2025-04-23T09:30:00Z,Sangkiang Village,,Papua New Guinea,,,,,VH-SOY,,CESSNA,188,AIR,false,,,NUSN,,,,Destroyed,Fatal,1,0,0,1,,,,,2025-07-02T04:00:00Z,,false,Aviation,,None
25,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,DCA25WA192,INC,200064,,,N/A,,Prelim,,2025-04-22T14:53:00Z,Ras Al Khaimah,,United Arab Emirates,,,,,VT-AXZ,36336,BOEING,737,AIR,false,,,NUSC,,,Air India Express,Minor,None,0,0,0,0,,,,,,,false,Aviation,,None
107,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,GAA25WA132,ACC,199970,,,N/A,,Prelim,,2025-04-01T04:00:00Z,Bergen,Other Foreign,Norway,,,,,LN-SDB,,CHAMPION,8KCAB,AIR,false,,,NUSN,,,,Substantial,Fatal,2,0,0,2,,,,,,,false,Aviation,,None
26,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,CEN25LA162,ACC,200057,,,In work,,Prelim,,2025-04-22T14:25:00Z,Fayetteville,Arkansas,United States,36.005096000000002,,KFYV,,N4795C,21063629,CESSNA,T210N,AIR,false,1,,091,,PERS,SOUTH DELTA AVIATION INC,Substantial,None,0,0,0,0,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200057/pdf
27,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,GAA25WA182,ACC,200302,,,N/A,,Final,,2025-04-22T08:20:00Z,Amreli,,India,,,,,VT-VDF,,TECNAM,P2008,AIR,false,,,UNK,,,,Destroyed,Fatal,1,0,0,1,,,,,2025-10-15T04:00:00Z,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200302/pdf
28,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,DCA25WA301,INC,200830,,,N/A,,Final,,2025-04-22T07:30:00Z,Luton,,United Kingdom,,,EGGW,London Luton Airport,G-CRUX,,BOEING,737,AIR,false,,,NUSC,,,,None,,,,,,,,,,2025-09-04T04:00:00Z,,false,Aviation,,None
29,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,ENG25WA030,INC,200056,,,N/A,,Final,,2025-04-22T04:00:00Z,Budapest,,Hungary,,,,,SP-RZU,,BOEING,737,AIR,false,,TF,NUSC,,,,Unknown,None,0,0,0,0,,,,,2025-07-23T04:00:00Z,,false,Aviation,,None
30,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,WPR25LA139,ACC,200049,,,Completed,DirectorBrief,Final,,2025-04-20T12:24:00Z,Oakland,California,United States,37.732452000000002,,KOAK,Oakland International,N22QT,40.491,DIAMOND AIRCRAFT IND INC,DA 40,AIR,false,1,REC,091,,PERS,ALAMEDA AERO CLUB,Substantial,None,0,0,0,0,,VMC,The pilot’s failure to maintain airplane control during takeoff with a left quartering crosswind.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Yaw control - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation",2025-08-11T04:00:00Z,2025-08-11T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200049,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200049/pdf
31,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,DCA25LA190,ACC,200055,,,Completed,DirectorBrief,Final,,2025-04-20T10:20:00Z,Tahlequah,Oklahoma,United States,36,,,,N461WN,32465,BOEING,737-7H4,AIR,false,2,TF,121,SCHD,,SOUTHWEST AIRLINES CO,None,Serious,0,1,0,1,,IMC,The airplane’s encounter with moderate turbulence during descent.,"Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel, Personnel issues - Action/decision - Action - Incorrect action performance - Cabin crew",2025-09-16T04:00:00Z,2025-09-16T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200055,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200055/pdf
32,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,CEN25LA161,ACC,200040,,,Completed,DirectorBrief,Final,,2025-04-19T16:00:00Z,Estherwood,Louisiana,United States,30.126632000000001,,PVT,Private,N83871,7AC-2552,CHAMPION,AERONCA 7AC,AIR,false,1,REC,091,,PERS,,Substantial,None,0,0,0,0,,VMC,The non-certificated pilot’s failure to maintain altitude while maneuvering at low altitude that resulted in a descent and impact into terrain.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Experience/knowledge - Experience/qualifications - Qualification/certification - Pilot, Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Pilot",2025-08-21T04:00:00Z,2025-08-21T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200040,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200040/pdf
33,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,WPR25LA138,ACC,200048,,,Completed,DirectorBrief,Final,,2025-04-19T12:37:00Z,Hood River,Oregon,United States,45.674280000000003,,4S2,KEN JERNSTEDT AIRFIELD,N5786S,115,SCHWEIZER,SGS 2-33A,GLI,false,0,,091,,INST,,Substantial,None,0,0,0,0,,VMC,The glider’s encounter with atmospheric conditions where the lift was not sufficient to maintain flight.,"Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Thermal lifting - Contributed to outcome, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Attain/maintain not possible",2025-07-03T04:00:00Z,2025-07-03T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200048,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200048/pdf
34,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,WPR25LA136,ACC,200044,,,In work,,Prelim,,2025-04-19T12:06:00Z,Phoenix,Arizona,United States,33.682181,,DVT,PHOENIX - DEER VALLEY,N321WC,001,D'Apuzzo,Senior Aero Sport,AIR,true,1,,091,,PERS,N321 WHISKEY CHARLIE LLC,Substantial,None,0,0,0,0,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200044/pdf
35,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,ERA25FA179,ACC,200037,,,In work,,Prelim,,2025-04-19T11:16:00Z,Trilla,Illinois,United States,39.374189999999999,,NA,,N4679U,18051379,CESSNA,180,AIR,false,1,,091,,PERS,,Destroyed,Fatal,4,0,0,4,0,IMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200037/pdf
36,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,WPR25LA140,ACC,200050,,,Completed,DirectorBrief,Final,,2025-04-19T10:55:00Z,Placerville,California,United States,38.725591999999999,,PVF,PLACERVILLE,N6682S,15067482,CESSNA,150,AIR,false,1,REC,091,,PERS,,Substantial,None,0,0,0,0,,VMC,The pilot’s failure to maintain directional control while landing with a crosswind.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation",2025-07-03T04:00:00Z,2025-07-03T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200050,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200050/pdf
37,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,GAA25WA150,ACC,200091,,,N/A,,Prelim,,2025-04-19T08:30:00Z,SÃO JOSÉ DO RIO CLARO,Other Foreign,Brazil,-13.434167,,,,PR-PRM,T34-420DC,AYRES,S2R,AIR,false,1,TP,NUSC,,AAPL,AEROAGRÍCOLA BELA VISTA LTDA - ME,Destroyed,Fatal,1,0,0,1,,,,,,,false,Aviation,,None
38,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,CEN25FA157,ACC,200035,,,In work,,Prelim,,2025-04-18T21:11:00Z,Fremont,Nebraska,United States,41.415930000000003,,,,N2908C,30808,CESSNA,180,AIR,false,1,,091,,PERS,,Substantial,Fatal,3,0,0,3,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200035/pdf
51,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,ERA25LA305,ACC,200823,,,In work,,Prelim,,2025-04-15T08:58:00Z,Mount Airy,Maryland,United States,39.340899999999998,,MRB,,N229CK,229,DASSAULT/SUD,FAN JET FALCON SER D,AIR,false,2,,091,,POSI,KALITTA CHARTERS LLC,Substantial,None,0,0,0,0,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200823/pdf
39,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,ERA25LA183,ACC,200052,,,Completed,DirectorBrief,Final,,2025-04-18T17:52:00Z,Taylorsville,North Carolina,United States,35.833530000000003,,PVT,Crossroads Grill Airstrip,N497AR,LCF2,FRANK LOWELL C,PIETENPOL,AIR,true,1,REC,091,,PERS,,Substantial,Serious,0,1,1,2,0,VMC,"The pilot’s failure to maintain control of the airplane during an attempted go around in gusty tailwind conditions, which resulted in an aerodynamic stall and impact with terrain.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained",2025-09-05T04:00:00Z,2025-09-05T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200052,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200052/pdf
40,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,ERA25LA221,ACC,200274,,,Completed,DirectorBrief,Final,,2025-04-18T15:15:00Z,Oxford,Maine,United States,44.158543000000002,,81B,Oxford County Regional Airport,N2607V,18117,CESSNA,170,AIR,false,1,REC,091,,INST,,Substantial,None,0,0,0,0,0,VMC,The flight instructor’s failure to maintain directional control during the landing roll in gusty crosswind conditions.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Response/compensation",2025-11-14T05:00:00Z,2025-11-14T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200274,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200274/pdf
41,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,ENG25WA035,INC,200230,,,N/A,,Final,,2025-04-18T13:56:00Z,Gran Canaria,Other Foreign,Spain,,,,,EC-MZZ,,TECNAM,P2006T,AIR,false,,,UNK,,,Canavia,None,,,,,,,,,,2025-08-18T04:00:00Z,,false,Aviation,,None
42,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,WPR25LA141,ACC,200051,,,Completed,DirectorBrief,Final,,2025-04-18T13:00:00Z,Placerville,California,United States,38.799660000000003,,01CL,SWANSBORO COUNTRY,N1286B,5913,LUSCOMBE,8,AIR,false,1,REC,091,,PERS,,Substantial,None,0,0,0,0,,VMC,The pilot’s failure to maintain directional control during the landing roll.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",2025-07-03T04:00:00Z,2025-07-03T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200051,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200051/pdf
43,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,CEN25LA160,ACC,200039,,,In work,,Prelim,,2025-04-18T11:47:00Z,Danevang,Texas,United States,29.03913,,NA,,N5416,1030,GRUMMAN,G164,AIR,false,1,,137,,AAPL,NELSON FLYERS INC,Substantial,None,0,0,0,0,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200039/pdf
44,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,ERA25LA178,ACC,200034,,,Completed,DirectorBrief,Final,,2025-04-18T11:35:00Z,Bethlehem,Pennsylvania,United States,40.655833000000001,,ABE,Lehigh Valley International Airport,N937A,22-241,PIPER,PA-22,AIR,false,1,REC,091,,PERS,,Substantial,None,0,0,0,0,0,VMC,The student pilot’s failure to maintain control of the airplane while landing in gusting crosswind conditions.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation",2026-02-13T05:00:00Z,2026-02-12T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200034,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200034/pdf
45,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,ERA25LA177,ACC,200033,,,In work,,Prelim,,2025-04-17T16:40:00Z,Greenville,South Carolina,United States,34.856943999999999,,GMU,Greenville Downtown Airport,N8060R,MC-52,BEECH,A24,AIR,false,1,,091,,PERS,L526 Aviation,Substantial,Minor,0,0,1,1,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200033/pdf
46,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,DCA25LA185,ACC,200028,,,Completed,DirectorBrief,Final,,2025-04-17T12:42:00Z,Houston,Texas,United States,29.639213000000002,,KHOU,William P. Hobby Airport,N7724A,36725,BOEING,737,AIR,false,2,TF,121,SCHD,,SOUTHWEST AIRLINES CO,None,Serious,0,1,0,1,,VMC,Serious Injury to a flight attendant sustained during an evacuation.,"Aircraft - Aircraft power plant - Engine (turbine/turboprop) - (general) - Failure, Environmental issues - Task environment - Physical workspace - Air quality/dust/smoke - Contributed to outcome, Personnel issues - Physical - Impairment/incapacitation - Illness/injury - Cabin crew",2025-10-23T04:00:00Z,2025-10-23T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200028,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200028/pdf
47,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,GAA25WA157,ACC,200155,,,N/A,,Prelim,,2025-04-16T13:20:00Z,Oriximina,Other Foreign,Brazil,,,,,PT-IVN,18262062,CESSNA,182,AIR,false,1,,NUSN,,,,Destroyed,Fatal,1,0,0,1,0,,,,,,false,Aviation,,None
48,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,GAA25WA148,ACC,200082,,,N/A,,Final,,2025-04-16T04:00:00Z,Gliwice,Other Foreign,Poland,,,,,SP-PIA,F15001401,CESSNA,F150,AIR,false,,,NUSN,,,,Substantial,,,,,,,,,,2025-10-01T04:00:00Z,,false,Aviation,,None
49,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,DCA25LA184,INC,200025,,,In work,,Prelim,,2025-04-15T22:40:00Z,San Juan,Puerto Rico,United States,18.439399999999999,,SJU,Luis Munoz Marin International Airport,N607FR,11195,AIRBUS,A321-271NX,AIR,false,2,,121,SCHD,,Frontier Airlines,Unknown,None,0,0,0,0,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200025/pdf
50,cases2026-04-01_20-43 copy 2.csv,2026-04-03 04:05:44.307121+00:00,WPR25LA142,ACC,200053,,,Completed,DirectorBrief,Final,,2025-04-15T15:35:00Z,West Jordan,Utah,United States,40.617874999999998,,SVR,South Valley Regional Airport,N15984,28-7325218,PIPER,PA28,AIR,false,1,REC,091,,INST,Nightline Air,Substantial,None,0,0,0,0,,VMC,The pilot's failure to maintain directional control during takeoff. Contributing to the accident was the pilot inadvertently using a runway that resulted in a tailwind condition and the flight instructors delayed remedial action.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation, Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot",2025-08-11T04:00:00Z,2025-08-11T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200053,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200053/pdf
