finding_key,mkey,vehicle_num,finding_num,finding_code,finding_text,finding_report_text,in_probable_cause,silver_loaded_at
62,200916,1,1,0303602084,Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Decision related to condition,Environmental issues Dark - Decision related to condition,True,2026-04-03 04:05:44.570293+00:00
63,200916,1,2,0301701584,Environmental issues - Operating environment - Airport facilities/design - Runway lighting - Decision related to condition,Environmental issues Runway lighting - Decision related to condition,True,2026-04-03 04:05:44.570293+00:00
64,200916,1,3,0204152044,Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot,Personnel issues Decision making/judgment - Pilot,True,2026-04-03 04:05:44.570293+00:00
65,200916,1,4,0106204020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained,Aircraft Descent/approach/glide path - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
66,200904,1,1,0107101023,Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid condition,Aircraft Fuel - Fluid condition,True,2026-04-03 04:05:44.570293+00:00
67,200904,1,2,0107101015,Aircraft - Fluids/misc hardware - Fluids - Fuel - Inadequate inspection,Aircraft Fuel - Inadequate inspection,True,2026-04-03 04:05:44.570293+00:00
68,200904,1,3,0206152041,Personnel issues - Task performance - Inspection - Scheduled/routine inspection - Maintenance personnel,Personnel issues Scheduled/routine inspection - Maintenance personnel,True,2026-04-03 04:05:44.570293+00:00
69,200903,1,1,0500000000,Not determined - Not determined - (general) - (general) - Unknown/Not determined,Not determined (general) - Unknown/Not determined,True,2026-04-03 04:05:44.570293+00:00
70,200897,1,1,0303602082,Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Effect on operation,Environmental issues Dark - Effect on operation,True,2026-04-03 04:05:44.570293+00:00
71,200897,1,2,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
72,200897,1,3,0106204120,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained,Aircraft Landing flare - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
73,200900,1,1,0106103008,Aircraft - Aircraft oper/perf/capability - Aircraft capability - Landing distance - Capability exceeded,Aircraft Landing distance - Capability exceeded,True,2026-04-03 04:05:44.570293+00:00
74,200900,1,2,0102324208,Aircraft - Aircraft systems - Landing gear system - Brake - Capability exceeded,Aircraft Brake - Capability exceeded,True,2026-04-03 04:05:44.570293+00:00
75,200900,1,3,0302301082,Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Wet surface - Effect on operation,Environmental issues Wet surface - Effect on operation,True,2026-04-03 04:05:44.570293+00:00
76,200900,1,4,0204152044,Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot,Personnel issues Decision making/judgment - Pilot,True,2026-04-03 04:05:44.570293+00:00
77,200900,1,5,0204101044,Personnel issues - Action/decision - Action - Incorrect action selection - Pilot,Personnel issues Incorrect action selection - Pilot,True,2026-04-03 04:05:44.570293+00:00
78,200921,1,3,0303404082,Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation,Environmental issues Crosswind - Effect on operation,True,2026-04-03 04:05:44.570293+00:00
79,200921,1,4,0106203020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Crosswind correction - Not attained/maintained,Aircraft Crosswind correction - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
80,200921,1,5,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
81,200687,1,1,0204152044,Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot,Personnel issues Decision making/judgment - Pilot,True,2026-04-03 04:05:44.570293+00:00
82,200687,1,2,0202151044,Personnel issues - Psychological - Attention/monitoring - Attention - Pilot,Personnel issues Attention - Pilot,True,2026-04-03 04:05:44.570293+00:00
83,200687,1,3,0202203544,Personnel issues - Psychological - Perception/orientation/illusion - Situational awareness - Pilot,Personnel issues Situational awareness - Pilot,True,2026-04-03 04:05:44.570293+00:00
84,200687,1,4,0204151044,Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot,Personnel issues Identification/recognition - Pilot,False,2026-04-03 04:05:44.570293+00:00
85,200687,1,5,0202101044,Personnel issues - Psychological - Personality/attitude - Self confidence - Pilot,Personnel issues Self confidence - Pilot,False,2026-04-03 04:05:44.570293+00:00
86,200687,1,7,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
87,200687,1,8,0106100008,Aircraft - Aircraft oper/perf/capability - Aircraft capability - (general) - Capability exceeded,Aircraft (general) - Capability exceeded,False,2026-04-03 04:05:44.570293+00:00
88,200687,1,9,0106201220,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained,Aircraft Altitude - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
89,200687,1,10,0302101581,Environmental issues - Physical environment - Terrain - Rough terrain - Effect on equipment,Environmental issues Rough terrain - Effect on equipment,False,2026-04-03 04:05:44.570293+00:00
90,201009,1,1,0206304040,Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot,Personnel issues Aircraft control - Instructor/check pilot,True,2026-04-03 04:05:44.570293+00:00
91,201009,1,2,0106203720,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent rate - Not attained/maintained,Aircraft Descent rate - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
92,201009,1,3,0202152040,Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Instructor/check pilot,Personnel issues Task monitoring/vigilance - Instructor/check pilot,True,2026-04-03 04:05:44.570293+00:00
93,201009,1,4,0204101540,Personnel issues - Action/decision - Action - Incorrect action performance - Instructor/check pilot,Personnel issues Incorrect action performance - Instructor/check pilot,True,2026-04-03 04:05:44.570293+00:00
94,201009,1,6,0106201020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained,Aircraft Airspeed - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
95,201009,1,7,0204151040,Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Instructor/check pilot,Personnel issues Identification/recognition - Instructor/check pilot,True,2026-04-03 04:05:44.570293+00:00
96,200917,1,1,0107101025,Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management,Aircraft Fuel - Fluid management,True,2026-04-03 04:05:44.570293+00:00
97,200917,1,2,0204103044,Personnel issues - Action/decision - Action - Lack of action - Pilot,Personnel issues Lack of action - Pilot,True,2026-04-03 04:05:44.570293+00:00
98,200917,1,4,0206301544,Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot,Personnel issues Use of equip/system - Pilot,True,2026-04-03 04:05:44.570293+00:00
99,200912,1,1,0204152544,Personnel issues - Action/decision - Info processing/decision - Expectation/assumption - Pilot,Personnel issues Expectation/assumption - Pilot,True,2026-04-03 04:05:44.570293+00:00
100,200912,1,3,0303401587,Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Awareness of condition,Environmental issues Tailwind - Awareness of condition,True,2026-04-03 04:05:44.570293+00:00
101,200912,1,4,0106204020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained,Aircraft Descent/approach/glide path - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
102,200912,1,5,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
103,200887,1,1,0107101025,Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management,Aircraft Fuel - Fluid management,True,2026-04-03 04:05:44.570293+00:00
104,200887,1,2,0206301544,Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot,Personnel issues Use of equip/system - Pilot,True,2026-04-03 04:05:44.570293+00:00
105,200887,1,3,0206103044,Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot,Personnel issues Fuel planning - Pilot,True,2026-04-03 04:05:44.570293+00:00
106,200874,1,1,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
107,200874,1,2,0106202220,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Not attained/maintained,Aircraft Pitch control - Not attained/maintained,False,2026-04-03 04:05:44.570293+00:00
108,201890,1,1,0106204020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained,Aircraft Descent/approach/glide path - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
109,201890,1,2,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
110,200865,1,2,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
111,200865,1,3,0106202020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained,Aircraft Directional control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
112,200865,1,4,0303404085,Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Response/compensation,Environmental issues Crosswind - Response/compensation,True,2026-04-03 04:05:44.570293+00:00
113,200976,1,1,0102324401,Aircraft - Aircraft systems - Landing gear system - Tire casing - Failure,Aircraft Tire casing - Failure,True,2026-04-03 04:05:44.570293+00:00
114,200976,1,2,0106202021,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Attain/maintain not possible,Aircraft Directional control - Attain/maintain not possible,True,2026-04-03 04:05:44.570293+00:00
115,200853,1,1,0107101025,Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management,Aircraft Fuel - Fluid management,True,2026-04-03 04:05:44.570293+00:00
116,200853,1,2,0206301544,Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot,Personnel issues Use of equip/system - Pilot,True,2026-04-03 04:05:44.570293+00:00
117,200853,1,3,0204103044,Personnel issues - Action/decision - Action - Lack of action - Pilot,Personnel issues Lack of action - Pilot,True,2026-04-03 04:05:44.570293+00:00
118,200850,1,1,0106202020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained,Aircraft Directional control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
119,200850,1,2,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
120,200841,1,1,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
121,200841,1,2,0106202320,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained,Aircraft Lateral/bank control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
122,200873,1,1,0106202020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained,Aircraft Directional control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
123,200873,1,2,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
124,200873,1,3,0303404082,Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation,Environmental issues Crosswind - Effect on operation,True,2026-04-03 04:05:44.570293+00:00
125,200845,1,1,0106202020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained,Aircraft Directional control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
126,200845,1,2,0303404082,Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation,Environmental issues Crosswind - Effect on operation,True,2026-04-03 04:05:44.570293+00:00
127,200845,1,3,0303404582,Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation,Environmental issues Gusts - Effect on operation,True,2026-04-03 04:05:44.570293+00:00
128,200845,1,4,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
129,200844,1,1,0203201543,Personnel issues - Experience/knowledge - Knowledge - Knowledge of equipment - Passenger,Personnel issues Knowledge of equipment - Passenger,True,2026-04-03 04:05:44.570293+00:00
130,200844,1,2,0204000044,Personnel issues - Action/decision - (general) - (general) - Pilot,Personnel issues (general) - Pilot,True,2026-04-03 04:05:44.570293+00:00
131,200844,1,3,0106202320,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained,Aircraft Lateral/bank control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
132,200844,1,4,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
133,200844,1,5,0102270112,Aircraft - Aircraft systems - Flight control system - Control column section - Unintentional use/operation,Aircraft Control column section - Unintentional use/operation,True,2026-04-03 04:05:44.570293+00:00
134,200854,1,2,0303401582,Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation,Environmental issues Tailwind - Effect on operation,True,2026-04-03 04:05:44.570293+00:00
135,200854,1,4,0106202020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained,Aircraft Directional control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
136,200854,1,5,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
137,200843,1,1,0202154544,Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot,Personnel issues Monitoring environment - Pilot,True,2026-04-03 04:05:44.570293+00:00
138,200843,1,2,0106201220,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained,Aircraft Altitude - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
139,200843,1,3,0302203287,Environmental issues - Physical environment - Object/animal/substance - Wire - Awareness of condition,Environmental issues Wire - Awareness of condition,True,2026-04-03 04:05:44.570293+00:00
140,200882,1,1,0204151044,Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot,Personnel issues Identification/recognition - Pilot,True,2026-04-03 04:05:44.570293+00:00
141,200882,1,2,0202154544,Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot,Personnel issues Monitoring environment - Pilot,True,2026-04-03 04:05:44.570293+00:00
142,200894,1,1,0106204120,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained,Aircraft Landing flare - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
143,200894,1,2,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
144,200837,1,3,0102322002,Aircraft - Aircraft systems - Landing gear system - Nose/tail landing gear - Malfunction,Aircraft Nose/tail landing gear - Malfunction,True,2026-04-03 04:05:44.570293+00:00
145,200837,1,4,0106202021,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Attain/maintain not possible,Aircraft Directional control - Attain/maintain not possible,True,2026-04-03 04:05:44.570293+00:00
146,200852,1,3,0202151040,Personnel issues - Psychological - Attention/monitoring - Attention - Instructor/check pilot,Personnel issues Attention - Instructor/check pilot,True,2026-04-03 04:05:44.570293+00:00
147,200858,1,3,0204000044,Personnel issues - Action/decision - (general) - (general) - Pilot,Personnel issues (general) - Pilot,True,2026-04-03 04:05:44.570293+00:00
148,200858,1,4,0106103008,Aircraft - Aircraft oper/perf/capability - Aircraft capability - Landing distance - Capability exceeded,Aircraft Landing distance - Capability exceeded,True,2026-04-03 04:05:44.570293+00:00
149,200858,1,5,0204101544,Personnel issues - Action/decision - Action - Incorrect action performance - Pilot,Personnel issues Incorrect action performance - Pilot,True,2026-04-03 04:05:44.570293+00:00
150,200835,1,1,0206151046,Personnel issues - Task performance - Inspection - Preflight inspection - Student/instructed pilot,Personnel issues Preflight inspection - Student/instructed pilot,True,2026-04-03 04:05:44.570293+00:00
151,200859,1,1,0107101524,Aircraft - Fluids/misc hardware - Fluids - Hydraulic fluid - Fluid level,Aircraft Hydraulic fluid - Fluid level,True,2026-04-03 04:05:44.570293+00:00
152,200883,1,1,0204101544,Personnel issues - Action/decision - Action - Incorrect action performance - Pilot,Personnel issues Incorrect action performance - Pilot,True,2026-04-03 04:05:44.570293+00:00
153,200883,1,2,0302101582,Environmental issues - Physical environment - Terrain - Rough terrain - Effect on operation,Environmental issues Rough terrain - Effect on operation,False,2026-04-03 04:05:44.570293+00:00
154,200831,1,1,0106200020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained,Aircraft (general) - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
155,200831,1,2,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
156,200831,1,3,0301703591,Environmental issues - Operating environment - Airport facilities/design - Runway/landing area condition - Contributed to outcome,Environmental issues Runway/landing area condition - Contributed to outcome,True,2026-04-03 04:05:44.570293+00:00
157,200984,1,1,0102323002,Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Malfunction,Aircraft Gear extension and retract sys - Malfunction,True,2026-04-03 04:05:44.570293+00:00
158,200984,1,2,0206301544,Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot,Personnel issues Use of equip/system - Pilot,True,2026-04-03 04:05:44.570293+00:00
159,200984,1,3,0102323010,Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated,Aircraft Gear extension and retract sys - Not used/operated,True,2026-04-03 04:05:44.570293+00:00
160,200860,1,1,0206151044,Personnel issues - Task performance - Inspection - Preflight inspection - Pilot,Personnel issues Preflight inspection - Pilot,True,2026-04-03 04:05:44.570293+00:00
161,200860,1,2,0107101023,Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid condition,Aircraft Fuel - Fluid condition,True,2026-04-03 04:05:44.570293+00:00
162,200860,1,4,0107101015,Aircraft - Fluids/misc hardware - Fluids - Fuel - Inadequate inspection,Aircraft Fuel - Inadequate inspection,True,2026-04-03 04:05:44.570293+00:00
163,200829,1,1,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
164,200884,1,1,0102275010,Aircraft - Aircraft systems - Flight control system - TE flap control system - Not used/operated,Aircraft TE flap control system - Not used/operated,True,2026-04-03 04:05:44.570293+00:00
165,200884,1,3,0206303044,Personnel issues - Task performance - Use of equip/info - Use of checklist - Pilot,Personnel issues Use of checklist - Pilot,True,2026-04-03 04:05:44.570293+00:00
166,200822,1,1,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
167,200822,1,2,0106202020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained,Aircraft Directional control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
168,200822,1,3,0303404082,Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation,Environmental issues Crosswind - Effect on operation,True,2026-04-03 04:05:44.570293+00:00
169,200819,1,1,0102321106,Aircraft - Aircraft systems - Landing gear system - Main landing gear attach sec - Fatigue/wear/corrosion,Aircraft Main landing gear attach sec - Fatigue/wear/corrosion,True,2026-04-03 04:05:44.570293+00:00
170,200819,1,2,0302101582,Environmental issues - Physical environment - Terrain - Rough terrain - Effect on operation,Environmental issues Rough terrain - Effect on operation,True,2026-04-03 04:05:44.570293+00:00
171,200820,1,1,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
172,200820,1,2,0106203520,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Climb rate - Not attained/maintained,Aircraft Climb rate - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
173,200820,1,3,0302202091,Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Contributed to outcome,Environmental issues Tree(s) - Contributed to outcome,False,2026-04-03 04:05:44.570293+00:00
174,200820,1,4,0302101591,Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome,Environmental issues Rough terrain - Contributed to outcome,False,2026-04-03 04:05:44.570293+00:00
175,201731,1,1,0106204120,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained,Aircraft Landing flare - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
176,201731,1,2,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
177,201731,1,3,0204101544,Personnel issues - Action/decision - Action - Incorrect action performance - Pilot,Personnel issues Incorrect action performance - Pilot,True,2026-04-03 04:05:44.570293+00:00
178,200872,1,1,0302205291,Environmental issues - Physical environment - Object/animal/substance - Hidden/submerged object - Contributed to outcome,Environmental issues Hidden/submerged object - Contributed to outcome,False,2026-04-03 04:05:44.570293+00:00
179,200872,1,2,0204101044,Personnel issues - Action/decision - Action - Incorrect action selection - Pilot,Personnel issues Incorrect action selection - Pilot,True,2026-04-03 04:05:44.570293+00:00
180,200872,1,3,0103534308,Aircraft - Aircraft structures - Fuselage - Gear attach fittings (on fus) - Capability exceeded,Aircraft Gear attach fittings (on fus) - Capability exceeded,False,2026-04-03 04:05:44.570293+00:00
181,200828,1,4,0106204120,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained,Aircraft Landing flare - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
182,200828,1,5,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
183,200828,1,6,0204102540,Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot,Personnel issues Delayed action - Instructor/check pilot,True,2026-04-03 04:05:44.570293+00:00
184,200828,1,7,0202153540,Personnel issues - Psychological - Attention/monitoring - Monitoring other person - Instructor/check pilot,Personnel issues Monitoring other person - Instructor/check pilot,True,2026-04-03 04:05:44.570293+00:00
185,200814,1,1,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
186,200814,1,2,0106202020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained,Aircraft Directional control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
187,200814,1,3,0303404082,Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation,Environmental issues Crosswind - Effect on operation,True,2026-04-03 04:05:44.570293+00:00
188,200866,1,1,0204103544,Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot,Personnel issues Forgotten action/omission - Pilot,True,2026-04-03 04:05:44.570293+00:00
189,200866,1,3,0102323010,Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated,Aircraft Gear extension and retract sys - Not used/operated,True,2026-04-03 04:05:44.570293+00:00
190,200777,1,1,0500000000,Not determined - Not determined - (general) - (general) - Unknown/Not determined,Not determined (general) - Unknown/Not determined,True,2026-04-03 04:05:44.570293+00:00
191,200870,1,1,0204151044,Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot,Personnel issues Identification/recognition - Pilot,True,2026-04-03 04:05:44.570293+00:00
192,200870,1,2,0202154544,Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot,Personnel issues Monitoring environment - Pilot,True,2026-04-03 04:05:44.570293+00:00
193,200832,1,1,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
194,200832,1,2,0106202020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained,Aircraft Directional control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
195,200832,1,3,0302101591,Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome,Environmental issues Rough terrain - Contributed to outcome,False,2026-04-03 04:05:44.570293+00:00
196,200802,1,1,0206151044,Personnel issues - Task performance - Inspection - Preflight inspection - Pilot,Personnel issues Preflight inspection - Pilot,True,2026-04-03 04:05:44.570293+00:00
197,200802,1,2,0102273027,Aircraft - Aircraft systems - Flight control system - Elevator control system - Not installed/available,Aircraft Elevator control system - Not installed/available,True,2026-04-03 04:05:44.570293+00:00
198,200816,1,1,0500000098,Not determined - Not determined - (general) - (general) - Other authority investigated,Not determined (general) - Other authority investigated,True,2026-04-03 04:05:44.570293+00:00
199,200951,1,1,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
200,200951,1,2,0106204120,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained,Aircraft Landing flare - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
201,200813,1,2,0206304046,Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot,Personnel issues Aircraft control - Student/instructed pilot,True,2026-04-03 04:05:44.570293+00:00
202,200813,1,3,0106202020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained,Aircraft Directional control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
203,200809,1,1,0206301544,Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot,Personnel issues Use of equip/system - Pilot,True,2026-04-03 04:05:44.570293+00:00
204,200827,1,1,0102321100,Aircraft - Aircraft systems - Landing gear system - Main landing gear attach sec - Unknown/Not determined,Aircraft Main landing gear attach sec - Unknown/Not determined,True,2026-04-03 04:05:44.570293+00:00
205,200827,1,2,0500000000,Not determined - Not determined - (general) - (general) - Unknown/Not determined,Not determined (general) - Unknown/Not determined,True,2026-04-03 04:05:44.570293+00:00
206,200778,1,1,0204152044,Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot,Personnel issues Decision making/judgment - Pilot,True,2026-04-03 04:05:44.570293+00:00
207,200778,1,2,0304101087,Environmental issues - Task environment - Physical workspace - Positioning/available space - Awareness of condition,Environmental issues Positioning/available space - Awareness of condition,True,2026-04-03 04:05:44.570293+00:00
208,200769,1,1,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
209,200769,1,2,0106201020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained,Aircraft Airspeed - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
210,200769,1,3,0106204020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained,Aircraft Descent/approach/glide path - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
211,200757,1,1,0204151044,Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot,Personnel issues Identification/recognition - Pilot,False,2026-04-03 04:05:44.570293+00:00
212,200757,1,2,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
