"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"GAA26WA037","ACC","202103","2025-11-27T13:04:00Z","Nanaimo","Other Foreign","Canada",,"C-GFYW",,"false","Aviation","",,,"Fatal","1","0","0","1",,,,,,,"CESSNA","172","AIR",,,"false",,,,"PERS","NUSN","Destroyed",,"Sealand Flight Ltd.","N/A",,"Prelim","","None"
"ERA26LA085","ACC","202242","2025-11-26T16:55:00Z","Brownsboro","Alabama","United States",,"N103T","3144","false","Aviation","",,,"None","0","0","0","0",,,,,"34.748292999999997","-86.462429","BURKHART GROB LUFT UND RAUMFAH","G103 TWIN ASTIR TRAI","GLI","3M5","MOONTOWN","false","0",,,"INST","091","Substantial","VMC","HUNTSVILLE SOARING CLUB","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202242/pdf"
"WPR26FA051","ACC","202070","2025-11-26T13:45:00Z","High Rolls","New Mexico","United States",,"N9439L","AA1A-0239","false","Aviation","",,,"Fatal","2","0","0","2",,,,,"32.840499999999999","-105.85166","AMERICAN AVIATION","AA-1A","AIR","ALM","Alamogordo-White Sands Regional Airport","false","1",,,"PERS","091","Destroyed","VMC",,"In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202070/pdf"
"CEN26LA054","ACC","202077","2025-11-26T13:00:00Z","Bristow","Oklahoma","United States",,"N251LM","M07SV6S0HK0127","false","Aviation","DirectorBrief","2026-02-13T05:00:00Z","2026-02-12T18:00:00Z","Minor","0","0","1","1",,"The collision with two deer during takeoff which resulted in a loss of control and impact with terrain.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Not specified",,"35.796264000000001","-96.428146999999996","LOU MALINCHAK","TITAN T-51D","AIR","OK69","Malinchak Private Airport","true","1","REC",,"PERS","091","Substantial","VMC",,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=202077","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202077/pdf"
"CEN26LA053","ACC","202076","2025-11-26T12:57:00Z","Colorado Springs","Colorado","United States",,"N4588Z","22-8097","false","Aviation","",,,"None","0","0","0","0","0",,,,"38.805816999999998","-104.70077000000001","PIPER","PA-22-108","AIR","COS","CITY OF COLORADO SPRINGS MUNI","false","1",,,"PERS","091","Substantial",,"AEROSTYLES LLC","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202076/pdf"
"CEN26LA052","ACC","202068","2025-11-26T11:20:00Z","Benton Harbor","Michigan","United States",,"C-FGEW","RSG006","false","Aviation","",,,"Minor","0","0","2","2","0",,,,"42.127828000000001","-86.428748999999996","Gray","RG12","AIR","BEH","SOUTHWEST MICHIGAN RGNL","true","1",,,"FERY","091","Substantial","VMC",,"In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202068/pdf"
"ERA26LA058","ACC","202087","2025-11-26T06:25:00Z","Inverness","Florida","United States",,"N48TH","450","false","Aviation","",,,"None","0","0","0","0",,,,,"28.801570000000002","-82.316806999999997","HUEBBE TOM","MAX TH","AIR","INF","INVERNESS","false","1",,,"PERS","091","Substantial",,,"In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202087/pdf"
"ERA26LA057","ACC","202071","2025-11-26T01:30:00Z","Eastman","Georgia","United States",,"N441HG","4496003","false","Aviation","",,,"None","0","0","0","0",,,,,"32.215387999999997","-83.129084000000006","PIPER","PA-44-180","AIR","EZM","HEART OF GEORGIA RGNL","false","2",,,"INST","091","Substantial","VMC","Middle Georgia State University","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202071/pdf"
"CEN26FA050","ACC","202050","2025-11-25T01:13:00Z","Monroe","Wisconsin","United States",,"N700PT","268","false","Aviation","",,,"Fatal","2","0","0","2",,,,,"42.622872999999998","-89.585136000000006","SOCATA","TBM 700","AIR",,,"false","1",,,"PERS","091","Substantial","IMC",,"In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202050/pdf"
"CEN26FA051","ACC","202066","2025-11-24T20:24:00Z","New Orleans","Louisiana","United States",,"N80FP","17271343","false","Aviation","",,,"Fatal","2","0","0","2","0",,,,"30.060428999999999","-90.030252000000004","CESSNA","172N","AIR","KNEW","Lakefront Airport","false","1",,,"INST","091","Destroyed","IMC","Apollo Flight School","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202066/pdf"
"WPR26LA050","ACC","202057","2025-11-24T17:29:00Z","Provo","Utah","United States",,"N646U","46020061","false","Aviation","",,,"Serious","0","1","3","4",,,,,"40.218117999999997","-111.7225","PIPER AIRCRAFT INC","PA-46-701TP","AIR","PVU","PROVO MUNI","false","1",,,"PERS","091","Substantial","VMC","AS AVIATION LLC","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202057/pdf"
"ERA26LA056","ACC","202063","2025-11-24T16:27:00Z","South Brooksville","Florida","United States",,"N8328P",,"false","Aviation","",,,"None","0","0","0","0","0",,,,,,"PIPER","PA-24-180",,,,"false",,,,"PERS","091",,"VMC",,"In work",,,"",""
"ANC26LA007","ACC","202049","2025-11-24T16:09:00Z","Wasilla","Alaska","United States",,"N794AK",,"false","Aviation","",,,"None","0","0","0","0",,,,,,,"JUNIOR DANIEL","DANCHINI CUB",,,,"false",,,,,"091",,"VMC",,"In work",,,"",""
"ERA26LA054","ACC","202058","2025-11-24T12:00:00Z","Zanesville","Ohio","United States",,"N7805G","17259505","false","Aviation","",,,"None","0","0","0","0",,,,,"40.007258999999998","-82.013876999999994","CESSNA","172","AIR","42I","PARR","false","1",,,"PERS","091","Substantial","VMC",,"In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202058/pdf"
"WPR26LA052","ACC","202082","2025-11-24T10:00:00Z","Albuquerque","New Mexico","United States",,"N980VA","6968","false","Aviation","DirectorBrief","2026-03-05T05:00:00Z","2026-03-05T18:00:00Z","Serious","0","1","1","2",,"The balloon landing in increased wind, and the pilot’s inability to maintain the proper descent rate, which resulted in a hard landing.","Environmental issues - Conditions/weather/phenomena - Wind - High wind - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Downdraft - Effect on operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent rate - Attain/maintain not possible, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"35.014949000000001","-106.60850000000001","CAMERON BALLOONS US","A-225","BALL","ABQ","Albuquerque International Sunport","false","0",,,"BUS","091","None","VMC","RAINBOW RYDERS INC","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=202082","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202082/pdf"
"GAA26WA031","ACC","202046","2025-11-24T05:00:00Z","Uruyen","Other Foreign","Venezuela",,"YV3004",,"false","Aviation","","2025-12-27T05:00:00Z",,"None","0","0","0","0",,,,,,,"BELL","206","HELI",,,"false",,,,,"NUSN","Substantial",,,"N/A",,"Final","","None"
"GAA26WA032","ACC","202064","2025-11-24T05:00:00Z","Lago Sul","Other Foreign","Brazil",,"PS-ECB","244","false","Aviation","","2026-01-08T05:00:00Z",,"None","0","0","0","0","0",,,,,,"PILATUS","PC24","AIR","SBBR","Aeroporto Internacional de Brasília Presidente Juscelino Kubitschek","false","1",,,,"NUSN","None",,,"N/A",,"Final","","None"
"CEN26FA049","ACC","202036","2025-11-23T23:37:00Z","Pittsfield","Illinois","United States",,"N47700","28R-7837001","false","Aviation","",,,"Fatal","1","2","0","3","0",,,,"39.675455999999997","-90.780411999999998","PIPER","PA-28R-201","AIR","PPQ","Pittsfield Penstone Municipal Airport","false","1",,,"PERS","091","Substantial","IMC",,"In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202036/pdf"
"ERA26LA053","ACC","202054","2025-11-23T13:30:00Z","Clewiston","Florida","United States",,"N914CC","27-3769","false","Aviation","DirectorBrief","2026-01-09T05:00:00Z","2026-01-09T19:00:00Z","None","0","0","0","0",,"The pilot’s failure to maintain directional control of the airplane during the landing roll.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"26.733404","-81.048924999999997","PIPER","PA-23-250","AIR","2IS","AIRGLADES","false","2","REC",,"PERS","091","Substantial","VMC",,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=202054","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202054/pdf"
"ENG26LA011","INC","202069","2025-11-23T11:50:00Z","Hibbing","Minnesota","United States",,"N707EV","10057","false","Aviation","",,,"None","0","0","0","0",,,,,"47.386670000000002","-92.838890000000006","BOMBARDIER INC","CL-600-2C11","AIR","HIB","RANGE RGNL","false","2",,"SCHD",,"121","None","VMC","SkyWest Airlines Inc.","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202069/pdf"
"DCA26WA036","OCC","202041","2025-11-22T22:00:00Z","Greenwich","Connecticut","United States",,"C-FRQM","17000137","false","Aviation","","2026-03-12T04:00:00Z",,"None","0","0","0","0",,,,,"41.050682000000002","-73.633272000000005","EMBRAER","ERJ170","AIR",,,"false","2","TF",,,"129","None",,"Jazz Aviation","N/A",,"Final","","None"
"WPR26LA049","ACC","202039","2025-11-20T15:00:00Z","Shady Cove","Oregon","United States",,"N43AH","7-8037","false","Aviation","DirectorBrief","2026-02-13T05:00:00Z","2026-02-12T18:00:00Z","Minor","0","0","1","1","0","The pilot’s improper throttle input during an approach, which resulted in a rapid descent, hard landing and runway excursion.","Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Aircraft - Aircraft power plant - Engine controls - (general) - Incorrect use/operation",,"42.608724000000002","-122.82943","ZENAIR LTD","STOL CH 701","AIR","OG31","Shady Cove Airpark","true","1","REC",,"FLTS","091","Substantial","VMC",,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=202039","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202039/pdf"
"GAA26WA043","ACC","202126","2025-11-20T05:00:00Z","Waterford Regional Airport",,"Ireland",,"EI-HPY",,"false","Aviation","",,,"Fatal","1","0","0","1",,,,,"52.192036999999999","-7.0803739999999999","VULCANAIR","P68","AIR",,,"false",,,,,"NUSN","Destroyed",,,"N/A",,"Prelim","","None"
"ERA26LA052","ACC","202053","2025-11-19T18:30:00Z","Beaufort","South Carolina","United States",,"N82MT","004","false","Aviation","",,,"None","0","0","0","0","0",,,,"32.527917000000002","-80.553416999999996","TOOMEY","Long EZ","AIR","KARW","Beaufort Exec","true","1",,,"PERS","091","Substantial","VMC",,"In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202053/pdf"
"ERA26LA050","ACC","202051","2025-11-18T14:30:00Z","Eureka","North Carolina","United States",,"N6255Q","401A0055","false","Aviation","",,,"Minor","0","0","1","1","0",,,,"35.570653","-77.872397000000007","CESSNA","401","AIR",,,"false","2",,,"AOBV","091","Substantial","VMC",,"In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202051/pdf"
"GAA26WA030","ACC","202025","2025-11-18T05:00:00Z","Yame City","Other Foreign","Japan",,"JA102H",,"false","Aviation","","2026-01-14T05:00:00Z",,"Fatal","3","0","0","3",,,,,,,"CIRRUS","SR20","AIR",,,"false",,,,,"NUSN","Destroyed",,,"N/A",,"Final","","None"
"ERA26LA046","ACC","202022","2025-11-17T21:00:00Z","Palm Bay","Florida","United States",,"N6124D","17272608","false","Aviation","",,,"Minor","0","0","1","1","0",,,,"27.923719999999999","-80.622860000000003","CESSNA","172","AIR",,,"false","1",,,"PERS","091","Substantial","VMC","Melbourne Flight Training","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202022/pdf"
"ERA26LA044","ACC","202020","2025-11-17T17:00:00Z","Eastpoint","Florida","United States",,"N508WH","4603","false","Aviation","",,,"None","0","0","0","0","0",,,,"29.646204999999998","-84.916622000000004","CIRRUS DESIGN CORP","SR22","AIR","F47","ST GEORGE ISLAND","false","1",,,"PERS","091","Substantial","VMC",,"In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202020/pdf"
"DCA26WA079","ACC","202206","2025-11-17T16:38:00Z","Val-D'Or",,"Canada",,"C-GNLE","21011","false","Aviation","","2026-01-12T05:00:00Z",,"None","0","0","0","0",,,,,,,"BOEING","737","AIR","CYVO","Val-D'Or Airport","false",,,,,"129","None",,"Nolinor Aviation","N/A",,"Final","","None"
"ENG26WA009","ACC","202028","2025-11-17T13:38:00Z","Kolwezi","Other Foreign","Congo",,"D2-AJB","456","false","Aviation","","2026-01-20T05:00:00Z",,"None","0","0","0","0",,,,,"-10.763833999999999","25.507545","EMBRAER","EMB145","AIR","FZQM","Kolwezi Airport","false",,"TF",,,"NUSC","Destroyed",,"Airjet Angola","N/A",,"Final","","None"
"WPR26LA045","ACC","202014","2025-11-17T10:30:00Z","Mesa","Arizona","United States",,"N4402N","2843716","false","Aviation","",,,"None","0","0","0","0","0",,,,"33.447977999999999","-111.73866","PIPER AIRCRAFT INC","PA-28-181","AIR","FFZ","FALCON FLD","false","1",,,"INST","091","Substantial","VMC","CAE AVIATION ACADEMY PHOENIX LLC","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202014/pdf"
"ANC26LA005","ACC","202027","2025-11-16T22:40:00Z","Eek","Alaska","United States",,"N4112D","31-8353004","false","Aviation","",,,"None","0","0","0","0",,,,,"60.215305999999998","-162.04337000000001","PIPER","PA-31-350","AIR","EEK","EEK","false","2",,"SCHD","BUS","135","Substantial","VMC","Yute Air","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202027/pdf"
"GAA26WA028","ACC","202016","2025-11-16T15:00:00Z","Cambridgeshire",,"United Kingdom",,"G-BOHO","28-8016196","false","Aviation","","2025-12-18T05:00:00Z",,"None","0","0","0","0",,,,,,,"PIPER","PA28","AIR","EGSU","Duxford Airfield","false",,"REC",,,"NUSN","Unknown",,,"N/A",,"Final","","None"
"ERA26LA040","ACC","202009","2025-11-16T10:45:00Z","Woodfin Mill","Georgia","United States",,"N327HP","3257152","false","Aviation","",,,"Minor","0","0","1","1","0",,,,"33.090000000000003","-84.260000000000005","PIPER","PA-32R-301T","AIR",,,"false","1",,,"POSI","091","Substantial","VMC","Outter Banks Air Charters","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202009/pdf"
"GAA26WA026","ACC","202011","2025-11-16T09:55:00Z","Wellington",,"New Zealand",,"ZK-IXT",,"false","Aviation","","2026-01-28T05:00:00Z",,,,,,,,,,,"-41.262720999999999","174.64939200000001","ROBINSON","R-66","HELI",,,"false",,,,,"NUSC","Substantial",,,"N/A",,"Final","","None"
"ERA26LA047","ACC","202030","2025-11-15T18:00:00Z","CULEBRA","Puerto Rico","United States",,"N258RS","AP2A0060","false","Aviation","",,,"Minor","0","0","1","1","0",,,,"18.322050000000001","-65.227166999999994","TORRES RUBEN","AVENTURA II","AIR",,,"true","1",,,"PERS","091","Substantial","VMC",,"In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202030/pdf"
"DCA26WA042","INC","202056","2025-11-14T21:00:00Z","Malaga","Other Foreign","Spain",,"EI-HGG","62316","false","Aviation","","2026-03-12T04:00:00Z",,"None","0","0","0","0",,,,,"36.678100999999998","-4.4896979999999997","BOEING","737","AIR","LEMG","Malaga-Costa del Sol Airport","false","2","TF","SCHD",,"NUSC","None",,"Ryanair","N/A",,"Final","","None"
"ERA26FA039","ACC","202008","2025-11-14T19:08:00Z","New Bavaria","Ohio","United States",,"N755J","815","false","Aviation","",,,"Fatal","2","0","0","2","0",,,,"41.18365","-84.145017999999993","JABIRU USA SPORT AIRCRAFT LLC","J230-SP","AIR",,,"false","1",,,"PERS","091","Substantial","VMC",,"In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202008/pdf"
"ERA26LA042","ACC","202012","2025-11-14T16:00:00Z","Bowling Green","Kentucky","United States",,"N897PR","96","false","Aviation","",,,"None","0","0","0","0","0",,,,"36.964528000000001","-86.419667000000004","ARION AIRCRAFT LLC","LIGHTNING LS-1","AIR","BWG","BOWLING GREEN-WARREN COUNTY RGNL","false","1",,,"PERS","091","Substantial","VMC",,"In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202012/pdf"
"ERA26LA043","ACC","202019","2025-11-14T15:35:00Z","Dothan","Alabama","United States",,"N711FA","TC-1982","false","Aviation","",,,"None","0","0","0","0","0",,,,"31.321027999999998","-85.449472","BEECH","95-B55","AIR","DHN","DOTHAN RGNL","false","2",,,"INST","091","Substantial","VMC","Elkhorn Valley Aviation","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202019/pdf"
"ERA26LA045","ACC","202021","2025-11-14T13:45:00Z","Edgewater","Florida","United States",,"N2033C","TD-203","false","Aviation","DirectorBrief","2026-01-09T05:00:00Z","2026-01-09T19:00:00Z","None","0","0","0","0",,"The pilot’s failure to extend the landing gear prior to landing.","Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot, Aircraft - Aircraft systems - Landing gear system - Landing gear selector - Incorrect use/operation",,"28.978916999999999","-80.924778000000003","BEECH","95","AIR","X50","MASSEY RANCH AIRPARK","false","2","REC",,"PERS","091","Substantial","VMC","PRAY AVIATION INC","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=202021","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202021/pdf"
"ERA26LA048","ACC","202037","2025-11-14T10:14:00Z","Cookeville","Tennessee","United States",,"N668TM","1228","false","Aviation","DirectorBrief","2026-01-09T05:00:00Z","2026-01-09T19:00:00Z","None","0","0","0","0","0","The pilot’s failure to maintain an appropriate decent rate during approach, resulting in a hard landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent rate - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"36.159573999999999","-85.507175000000004","ROBINSON HELICOPTER","R44","HELI",,,"false","1","REC",,"AOBV","091","Substantial","VMC",,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=202037","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202037/pdf"
"DCA26WA033","INC","202013","2025-11-14T02:43:00Z","Bogota","Other Foreign","Colombia",,"HK5319, HK5118",,"false","Aviation","",,,"None","0","0","0","0",,,,,,,"AIRBUS, BEECH","A320, C90","AIR, AIR","SKBO","El Dorado International Airport","false, false",,,,,"129, NUSN","None, None",,"Avianca","N/A",,"Prelim","","None"
"ERA26LA055","ACC","202061","2025-11-13T21:49:00Z","Savannah","Georgia","United States",,"N163BR","2007","false","Aviation","",,,"None","0","0","0","0","0",,,,"32.008889000000003","-81.086194000000006","PERRY WILLIAM","LANCAIR IV P","AIR","SVN","HUNTER AAF","true","1",,,"BUS","091","Substantial","VMC","MATPRO SERVICE CORPORATION","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202061/pdf"
"GAA26WA027","ACC","202015","2025-11-13T17:53:00Z","Krivi Put","Other Foreign","Croatia",,"OR-2025",,"false","Aviation","","2025-12-09T05:00:00Z",,"Fatal","1","0","0","1","0",,"Not determined - Not determined - (general) - (general) - Other authority investigated",,"45.040584000000003","14.96593","AIR TRACTOR","AT802","AIR",,,"false","1","TP",,,"NUSN","Destroyed",,"Ministry of Agriculture and Forestry, Republic of Turkey","N/A",,"Final","","None"
"CEN26LA046","ACC","202003","2025-11-13T16:40:00Z","Teague","Texas","United States",,"N79EM","9399","false","Aviation","",,,"None","0","0","0","0",,,,,"31.615711000000001","-96.266606999999993","CIRRUS DESIGN CORP","SR22","AIR","68F",,"false","1",,,"EXEC","091","Substantial",,"CWN AVIATION LLC","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/202003/pdf"
"DCA26WA031","INC","202006","2025-11-13T12:15:00Z","N'Djamena","Other Foreign","Chad",,"ER-BAR","22545","false","Aviation","",,,"None","0","0","0","0",,,,,,,"BOEING","747","AIR","NDJ","N'Djamena International Airport","false","4",,,,"NUSC","Minor",,"Fly Pro","N/A",,"Prelim","","None"
"GAA26WA024","ACC","202000","2025-11-12T23:42:00Z","Pudahuel",,"Chile",,"CC-CYB","31T-8120028","false","Aviation","","2026-01-12T05:00:00Z",,"None","0","0","0","0",,,,,"-33.383333","-70.783332999999999","PIPER","PA-31 T","AIR","SCEL","Comodoro Arturo Merino Benitez","false","2","TP",,,"NUSN","Substantial","VMC","Sociedad Transporte Aeromedico Critico","N/A",,"Final","","None"
